P2656,FPCT RUO  CENTRE,
P2661,LUNGUYA  CENTRE,
P2699,WEMA  CENTRE,
P2720,TAI  CENTRE,
P2735,LUKUNDO  CENTRE,
P2744,DUGA  CENTRE,
P2745,MTIMBWANI  CENTRE,
P2775,SANGARA  CENTRE,
P2780,THEMI  CENTRE,
P2781,IGOMELO  CENTRE,
P2782,NJIRO  CENTRE,
P2804,MUSOMA UTALII  CENTRE,
P2821,DINAMU  CENTRE,
P2829,IPELELE  CENTRE,
P2861,KAUZENI  CENTRE,
P2878,BRIGHT ANGELS  CENTRE,
P2925,NALYELYE  CENTRE,
P2935,IMAGE-VOSA  CENTRE,
P3000,KIEMBESAMAKI 'A' ISLAMIC  CENTRE,
P3032,KABUHORO  CENTRE,
P3034,MTONI  CENTRE,
P3050,MPUGUZI  CENTRE,
P3064,NYABISHENGE  CENTRE,
P3093,KANANURA  CENTRE,
P3104,ENGARENAROK TERTA  CENTRE,
P3108,SAWALA  CENTRE,
P3134,LEGICO  CENTRE,
P3140,NZONDAHAKI  CENTRE,
P3157,BUNDIKANI  CENTRE,
P3205,WAMI   CENTRE,
P3210,MWENGE SMZ CENTRE,
P3240,LUDEWA TRC CENTRE,
P3253,KIHURIO  CENTRE,
P3256,BWANGA  CENTRE,
P3280,LUMALA  CENTRE,
P3347,BUSULWA  CENTRE,
P3391,DOMEL  CENTRE,
P3397,TONGANI  CENTRE,
P3446,OLD MASWA  CENTRE,
P3475,JIPE  CENTRE,
P3485,WAAMUZI  CENTRE,
P3496,CHUMBUNI  CENTRE,
P3497,GAMBA  CENTRE,
P3519,KIVUKONI  CENTRE,
P3540,KITOPE  CENTRE,
P3541,MAKOBA  CENTRE,
P3546,SEGEREA HILL  CENTRE,
P3547,HASANGA  CENTRE,
P3548,MID WAY  CENTRE,
P3551,CHARAWE  CENTRE,
P3553,KOMBENI  CENTRE,
P3555,MUYUNI  CENTRE,
P3556,KIZIMBANI  CENTRE,
P3558,MBUZINI  CENTRE,
P3559,NG'AMBWA  CENTRE,
P3590,SENGA  CENTRE,
P3596,MAVALA  CENTRE,
P3597,KISABA  CENTRE,
P3601,ILASI  CENTRE,
P3603,NYAMOKO  CENTRE,
P3605,GATARAYE RESEARCH AND TRAINING CENTRE,
P3606,MASUMBWE  CENTRE,
P3620,ST.JOSEPH DAREDA VTC CENTRE,
P3624,LUA  CENTRE,
P3630,HOLLY WOOD CENTRE,
P3634,MUGUMU  CENTRE,
P3637,LUHANGA PARISH EDUCATION CENTRE,
P3641,NABOTI  CENTRE,
P3647,MCHUCHUMA  CENTRE,
P3648,THEOFLO NGOWI  CENTRE,
P3661,BEROYA  CENTRE,
P3672,KIRIMA  CENTRE,
P3678,MIKANJUNI  CENTRE,
P3681,EDI  CENTRE,
P3690,KANDA  CENTRE,
P3697,SONGEA TRC CENTRE,
P3724,MUHANGA  CENTRE,
P3725,FELIX MREMA  CENTRE,
P3733,MAHENJE  CENTRE,
P3772,REBU  CENTRE,
P3773,OJAK  CENTRE,
P3777,WINAM CAREER  CENTRE,
P3779,USHOKOLA  CENTRE,
P3782,BASIHAYA  CENTRE,
P3785,SISTER IRENE  CENTRE,
P3791,LYOTO  CENTRE,
P3793,RUANGWA  CENTRE,
P3800,KIKODI  CENTRE,
P3811,OVERLAND  CENTRE,
P3814,NYAMALALA  CENTRE,
P3826,MIVUMONI ISLAMIC SEMINARY CENTRE,
P3838,PEACE HOUSE  CENTRE,
P3839,ROSEHILL  CENTRE,
P3841,EPIPHANY  CENTRE,
P3882,SANU TECHNICAL   CENTRE,
P3886,SIMBA WA YUDA  CENTRE,
P3888,ST. JOSE TRA. CENTRE,
P3890,LILASIA  CENTRE,
P3896,USA RIVER REH. CENTRE,
P3908,CHWAKA  CENTRE,
P3909,KIBELE  CENTRE,
P3934,YUSTA  CENTRE,
P3949,CHARLES TOTERA CENTRE,
P3982,NEW LIFE  CENTRE,
P3983,ULAMBYA  CENTRE,
P3993,VANESSA  CENTRE,
P3999,KIPAGAMO  CENTRE,
P4002,MWANAKWEREKWE C  CENTRE,
P4005,MIKUMBI  CENTRE,
P4007,AUGUSTIVO  CENTRE,
P4014,WINNING SPIRIT CENTRE,
P4016,ISALU  CENTRE,
P4017,GOSPEL CAMPAIGN  CENTRE,
P4021,YESHUA  CENTRE,
P4022,NUI  CENTRE,
P4036,EBONITE TC CENTRE,
P4048,MUUNGANO  CENTRE,
P4062,TABASAMU  CENTRE,
P4071,AGGREY CHANJI  CENTRE,
P4079,G.G SHALUA  CENTRE,
P4084,NYAILIGAMBA  CENTRE,
P4087,WIZA HIGH SCHOOL CENTRE,
P4090,NGARENARO  CENTRE,
P4092,BUSEGWE  CENTRE,
P4117,MNYANJANI  CENTRE,
P4163,KIJOTA HULL HIGH SCHOOL CENTRE,
P4170,UPEO  CENTRE,
P4175,MEMYA  CENTRE,
P4182,MACMILLAN  CENTRE,
P4185,RUNGWE MPYA  CENTRE,
P4198,KWELU  CENTRE,
P4208,ELONI  CENTRE,
P4236,DINOBB  CENTRE,
P4242,KISAUNI  CENTRE,
P4243,CHUINI  CENTRE,
P4245,MACHUI  CENTRE,
P4246,JENDELE  CENTRE,
P4247,JUMBI  CENTRE,
P4250,KUSINI  CENTRE,
P4252,KIUYU  CENTRE,
P4256,CHOKOCHO  CENTRE,
P4282,SAHARE T.C CENTRE,
P4286,JOSHUA  CENTRE,
P4291,KIKATITI EDUCATION CENTRE,
P4351,GENDA  CENTRE,
P4352,MSHIKAMANO VTC CENTRE,
P4359,KIPILI   CENTRE,
P4363,RHEC  CENTRE,
P4371,SIRARI  CENTRE,
P4379,MWATULOLE  CENTRE,
P4392,CCMW NZEGA CENTRE,
P4396,Y.C.S CENTRE,
P4398,Y.E.D.P CENTRE,
P4407,KIKUNDI T.R.C CENTRE,
P4416,MIZENGO  CENTRE,
P4418,ROYAL INTERNATIONAL SCHOOL CENTRE,
P4419,LUKOLE  CENTRE,
P4458,BUNAZI TRC CENTRE,
P4464,TRC MBALIZI CENTRE,
P4476,SSP HIGH  CENTRE,
P4481,MLABANI  CENTRE,
P4483,MBEYA T.E.W.W CENTRE,
P4502,AFRICAN TABATA  CENTRE,
P4506,MAKURUMLA  CENTRE,
P4512,NIA EDUCATION CENTRE,
P4540,MZAMBARAU TAKAO CENTRE,
P4566,DIMANI (KKD) CENTRE,
P4573,UWANJA WA TAIFA  CENTRE,
P4575,MESSA  CENTRE,
P4576,PAROMA  CENTRE,
P4585,GWILI  CENTRE,
P4588,TRUE SUCCESS ACADEMY CENTRE,
P4595,MT. VINCENT PALLOTTI-ARUSHA CENTRE,
P4606,MTWARA PENTECOSTAL YOUTH CENTRE,
P4628,JIFUNZENI  CENTRE,
P4633,SINAI HIGH SCHOOL CENTRE,
P4644,JKU  CENTRE,
P4658,SAKAMBONA  CENTRE,
P4689,MERU PRIMARY SCHOOL CENTRE,
P4695,MWALASI BUSINESS CENTRE,
P4710,ENDAMANANG'  CENTRE,
P4718,RAUDHA ACADAMY  CENTRE,
P4720,UHURU EDUCATION CENTRE,
P4751,NARWI  CENTER,
P4755,KITUO CHA UFUNDI KALOLENI,
P4758,UNAMBWE  CENTRE,
P4759,HEBRON  CENTRE,
P4767,WAWETU ELSHADDAI  CENTRE,
P4771,APEX  CENTRE,
P4785,KIRANDO  CENTRE,
P4797,FARAJA-SIHA SEMINARY CENTRE,
P4803,NDYUDA  CENTRE,
P4806,UBAGO  CENTRE,
P4809,FURAHA EDUCATION CENTRE,
P4811,BIDII  CENTRE,
P4828,GILGAL  CENTRE,
P4831,HEKIMA CITY ACADEMY,
P4833,CHUO CHA MAENDELEO YA WANANCHI BIGWA,
P4848,AFRICAN RAINBOW  CENTRE,
P4875,HAYATUL ISLAMIYA  CENTRE,
P4880,IYULA MALAIKA  CENTRE,
P4894,CANAAN HIGH  CENTRE,
P4896,KASHATO TRC CENTRE,
P4936,MONG'ARE  CENTRE,
P4960,SUYE  CENTRE,
P4961,MTONI MORO CENTRE,
P4970,MURIET  CENTRE,
P4971,SAMN EDUCATION CENTRE,
P4988,DAARUL - ARQUAM SEMINARY CENTRE,
P4997,MIKINDANI DOLE  CENTRE,
P5005,KINGCOLLINS EDUCATION CENTRE,
P5014,PADUCAH  CENTRE,
P5019,FPCT USHINDI  CENTRE,
P5022,LONAT  CENTRE,
P5029,PEHISCO  CENTRE,
P5035,MAVUNO GIRLS  CENTRE,
P5038,MWL TUTUBA  CENTRE,
P5046,KINUNI  CENTRE,
P5047,MADUNGU  CENTRE,
P5053,SANTAKAGWA  CENTRE,
P5059,LANDANY  CENTRE,
P5077,MIKIGA  CENTRE,
P5106,OLMOTONYI  CENTRE,
P5109,CHWAKA TUMBE  CENTRE,
P5111,MURIET SPRING  CENTRE,
P5112,THE VOICE  CENTRE,
P5127,SINAI PUMA JUNIOR SEMINARY CENTRE,
P5136,MBINGA CMW CENTRE,
P5138,MTONI KIGOMENI  CENTRE,
P5148,MWAJI  CENTRE,
P5149,ST.MARYGORETH ACADEMIC AND VTC CENTRE,
P5150,CHASASA  CENTRE,
P5151,FARAJA  CENTRE,
P5155,DAORA  CENTRE,
P5159,SUMA ENGIKARETH  CENTRE,
P5169,FARAHEDY  CENTRE,
P5170,MAUWANI  CENTRE,
P5171,MPENDAE  CENTRE,
P5176,WETE  CENTRE,
P5178,ELIMUKA CENTRE,
P5179,KITUO CHA WAALIMU NYERERE CENTRE,
P5196,GREEN CITY  CENTRE,
P5236,SONGWE SUNRISE  CENTRE,
P5245,MAKUMBOSHO PRIMARY SCHOOL CENTRE,
P5248,KIJENGE TRC CENTRE,
P5262,RUBUNGO TEACHERS' RESOURCES CENTRE,
P5265,AMANAH  CENTRE,
P5269,DECENT OPEN SCHOOL CENTRE,
P5295,KILAMSA  CENTRE,
P5298,VUCHAMA UGWENO ISLAMIC  CENTRE,
P5301,SIMIYU  CENTRE,
P5311,DR. OMARY ALI JUMA  CENTRE,
P5312,GODMAKO  CENTRE,
P5328,STUDENTS' CENTRE,
P5354,BUSINDA  CENTRE,
P5370,KAFULUSU  CENTRE,
P5375,KUSEKWA MEMORIAL  CENTRE,
P5386,KAMANIJA OPEN SCHOOL CENTRE,
P5387,MNEMONIC ACADEMY,
P5407,MKUZO ISLAMIC CENTRE,
P5409,ST.BERNARD T.C CENTRE,
P5410,MBAGALA TRC CENTRE,
P5420,ST. FANCISCO DE ASIZ  CENTRE,
P5433,AL-AMIN,
P5443,LOHI EDUCATION CENTRE,
P5444,KIRINJIKO ISLAMIC TEACHERS COLLEGE CENTRE,
P5471,ROCK HILL  CENTRE,
P5473,LUMWAGO  CENTRE,
P5483,BWEJUU CHARITY  CENTRE,
P5486,NEW ERA MONTENSORI  CENTRE,
P5487,AL-MUBARAK  CENTRE,
P5510,KIWOHEDE OPEN SCHOOL CENTRE,
P5513,HOVINAIS OPEN SCHOOL CENTRE,
P5522,NGUNYA OPEN SCHOOL CENTRE,
P5527,FASU MODERN CENTRE,
P5532,MICHAUD GIRLS CENTRE,
P5534,WAMICO CENTRE,
P5535,KYELA POLYTECHNIC COLLEGE CENTRE,
P5537,ALI KHAMIS CAMP CENTRE,
P5545,KILIMANJARO MODERN TEACHERS' COLLEGE CENTRE,
P5562,KING RUMANYIKA COLLEGE CENTRE,
P5565,MAHENGE PRE AND PRIMARY SCHOOL CENTRE,
P5569,MBUJI CHILDREN CENTRE,
P5575,MBEYA MORAVIAN TEACHERS' COLLEGE CENTRE,
P5577,STENROOS EDUCATION CENTRE,
P5579,KWARARA  CENTRE,
P5582,PAMOJA EBENEZER CENTRE,
P5584,EXCELLENCE EDUCATION CENTRE,
P5598,TANGINI OPEN SCHOOL CENTRE,
P5599,BRIGHT ACADEMY OPEN SCHOOL CENTRE,
P5604,MICHAEL JACKSON OPEN SCHOOL CENTRE,
P5622,ELIZABETH  CENTRE,
P5632,ILALA TEACHERS' CENTRE,
P5633,UBUNGO ISLAMIC T.C CENTRE,
P5634,JERUSALEM CENTRE,
P5635,TUMAINI ACADEMY,
P5655,MUKIDOMA  CENTRE,
P5658,TEOFILO KISANJI UNIVERSITY CENTRE,
P5671,UDACARE OPEN SCHOOL CENTRE,
P5694,AMBASHA ISLAMIC HIGH SCHOOL,
P5711,MOONSHINE TRAINING INSTITUTE CENTRE,
P5736,KIWOCE OPEN SCHOOL CENTRE,
P5738,MIESI OPEN SCHOOL,
P5739,MAMA MCHWAPAKA ACADEMY CENTRE,
P5843,ST. FRANCIS NKINDO TEACHERS COLLEGE CENTRE,
P5856,RICHARD NORGATE MEMORIAL  CENTRE,
P5968,WASHAM NDANDA OPEN SCHOOL CENTRE,
P5978,KALIUA CMW CENTRE,
P5979,BRITISH OPEN SCHOOL,
P5980,SUCCESSMAKERS TRAINING CENTRE,
P6044,SONGEA CATHOLIC INSTITUTE OF TECHNICAL EDUCATION,CENTER
P6045,ST. BERNATHA - KAHANGALA CENTER,
P6046,MTO WA MBU FDC CENTRE,
P6086,VISION ACADEMY CENTRE,
P6120,KINGSTON OPEN SCHOOL,
P6121,CHISUNGA OPEN SCHOOL,
S0101,AZANIA,
S0104,BWIRU BOYS,
S0105,CHIDYA,
S0106,DUNG'UNYI SEMINARY,
S0107,LUTHERAN JUNIOR SEMINARY,
S0108,IFUNDA TECHNICAL,
S0110,ILBORU,
S0111,ITAGA SEMINARY,
S0112,IYUNGA TECHNICAL,
S0113,MAFINGA SEMINARY,
S0114,KAENGESA SEMINARY,
S0116,KANTALAMBA,
S0117,KASITA SEMINARY,
S0118,KATOKE SEMINARY,
S0119,KIBAHA,
S0121,ST. JAMES SEMINARY,
S0122,KILIMANJARO BOYS,
S0124,LIKONDE SEMINARY,
S0127,MAKOKO SEMINARY,
S0128,MALANGALI,
S0130,MAUA SEMINARY,
S0134,MOSHI,
S0135,MOSHI TECHNICAL,
S0136,MUSOMA,
S0138,MPWAPWA,
S0139,MTWARA TECHNICAL,
S0140,MZUMBE,
S0141,NAMUPA SEMINARY,
S0146,NYEGEZI SEMINARY,
S0147,PUGU,
S0148,RUBYA SEMINARY,
S0152,SHINYANGA,
S0153,SONGEA BOYS,
S0154,ST. PETER'S SEMINARY,
S0155,TABORA BOYS,
S0156,TANGA TECHNICAL,
S0157,HANGA SEMINARY,
S0159,ST. JOSEPH'S ITERAMBOGO SEMINARY,
S0165,URU SEMINARY,
S0167,KIDUGALA LUTHERAN SEMINARY,
S0168,SANU SEMINARY,
S0169,BIHAWANA JUNIOR SEMINARY,
S0171,ARUSHA CATHOLIC SEMINARY,
S0172,DON BOSCO SEMINARY,
S0173,NYAMILAMA,
S0174,CONSOLATA SEMINARY,
S0176,LUSANGI MORAVIAN JUNIOR SEMINARY,
S0177,ST. MARY'S JUNIOR SEMINARY,
S0178,MANOW LUTHERAN JUNIOR SEMINARY,
S0179,ST. MARY'S SEMINARY MBALIZI,
S0180,ST. FRANCIS DE SALES SEMINARY,
S0181,KISARAWE LUTHERAN JUNIOR SEMINARY,
S0182,AL-FAROUQ SEMINARY,
S0183,STELLA MATUTINA LIGHANO SEMINARY,
S0184,AGAPE LUTHERAN J SEMINARY,
S0185,SENGEREMA SEMINARY,
S0186,RONDO JUNIOR SEMINARY,
S0187,AN-NOOR ISLAMIC BOYS SEMINARY,
S0188,KIRINJIKO ISLAMIC SEMINARY,
S0189,FEZA BOYS',
S0190,ST. JOSEPH-KILOCHA SEMINARY,
S0191,ST. MATHIAS MULUMBA,
S0192,ST. JOHN'S SEMINARY,
S0194,FARAJA SEMINARY,
S0195,ST. CAROLI,
S0196,ST. THOMAS MORE KIBOGORA,
S0197,MATANGINI ISLAMIC SEMINARY,
S0198,AILANGA LUTHERAN JUNIOR SEMINARY,
S0199,MSAMALA MUSLIM SEMINARY,
S0203,IRINGA GIRLS,
S0204,JANGWANI,
S0205,KIBOSHO GIRLS,
S0206,KILAKALA,
S0207,KIRAENI GIRLS,
S0209,KOROGWE GIRLS,
S0210,BIGWA SISTERS SEMINARY,
S0213,MASASI GIRLS,
S0214,MSALATO,
S0215,MTWARA GIRLS,
S0217,PERAMIHO GIRLS,
S0218,RUGAMBWA,
S0220,TABORA GIRLS,
S0222,ZANAKI,
S0223,MASAMA GIRLS,
S0224,KIFUNGILO GIRLS,
S0225,CAGLIERO GIRLS,
S0226,KAGUNGULI,
S0231,SUMVE GIRLS,
S0232,HEKIMA GIRLS,
S0233,ST. MARY'S MAZINDE JUU,
S0234,ST. LUISE MBINGA GIRLS,
S0235,BUKUMBI,
S0236,KILIMANJARO ACADEMY,
S0237,ST. AGNES CHIPOLE,
S0238,MRUMA GIRLS,
S0239,ST. FRANCIS GIRLS,
S0240,ST. JOSEPH GIRLS SEMINARY,
S0241,KOWAK GIRLS',
S0242,ST. MARGARET,
S0243,USANGI GIRLS,
S0244,MTWARA SISTERS SEMINARY,
S0245,PALLOTI GIRLS,
S0246,MAASAE GIRLS LUTHERAN,
S0247,BONICONSILI MABAMBA GIRLS,
S0248,MARIAN GIRLS,
S0249,LORETO GIRLS,
S0250,MURIGHA,
S0251,AT-TAAUN ISLAMIC GIRLS SEMINARY,
S0252,AL-KHEIR ISLAMIC GIRLS SEMINARY,
S0254,WALI-UL-ASR GIRLS SEMINARY,
S0255,ST. CHRISTINA GIRL'S,
S0256,HURUMA GIRLS,
S0257,MCF-MAKAMBAKO GIRLS,
S0258,BARAMBA GIRLS,
S0259,SAMARITAN GIRLS,
S0260,ST. ANN'S GIRLS SEMINARY,
S0261,MLIMBA GIRLS HIGH,
S0262,AMANI GIRLS,
S0263,VISITATION GIRLS',
S0264,BARBRO-JOHANSSON,
S0265,CORNELIUS,
S0266,REGINA MUNDI GIRLS,
S0267,ROSE MARIE GIRLS HIGH SCHOOL,
S0268,BETHEL SABS GIRLS,
S0269,ANWARITE GIRLS',
S0270,ST. GETRUDE GIRLS,
S0271,MANYUNYU,
S0272,AL-IHSAN GIRLS,
S0273,ST. AGNES KWIRO GIRLS,
S0274,SUNSHINE,
S0275,GLENRONS GIRL'S,
S0277,SPRING VALLEY,
S0278,IGUMBILO,
S0279,EMMABERG GIRLS,
S0280,UMMU-SALAMA,
S0283,JOHN THE BAPTIST,
S0284,RONECA GIRL'S,
S0285,ST THERESIA GIRLS,
S0286,JAMES SANGU,
S0287,KIPOK GIRLS,
S0289,SOLACE GIRLS',
S0291,GHOMME,
S0293,ATHENA,
S0294,MT.CARMEL,
S0295,PRECIOUS BLOOD,
S0296,BWERANYANGE GIRLS,
S0297,QUEEN OF FAMILY,
S0298,FEZA GIRLS',
S0302,ARUSHA,
S0304,BUKOBA,
S0305,BULUBA,
S0306,DODOMA,
S0307,DODOMA CENTRAL,
S0308,ENABOISHU,
S0309,FIDEL CASTRO,
S0310,FOREST HILL,
S0312,HIGHLANDS,
S0313,IKIZU,
S0314,KAZIMA,
S0316,KIBASILA,
S0317,KIBO,
S0318,KIBOHEHE,
S0321,KINONDONI,
S0323,LAKE,
S0324,LINDI,
S0325,LUGALO,
S0326,LUMUMBA,
S0327,MINJA,
S0328,MAWENZI,
S0329,MAKUMIRA,
S0330,MBEYA,
S0331,MKONGE,
S0332,MOROGORO,
S0333,MWANZA,
S0335,MZIZIMA,
S0341,SANGU,
S0342,SHAABAN ROBERT,
S0345,USAGARA,
S0346,UYUI,
S0348,TUMAINI,
S0349,MANKA,
S0353,PARANE,
S0354,JITENGENI,
S0355,LOMWE,
S0356,VUNJO,
S0357,URU,
S0359,KIGURUNYEMBE,
S0360,KISHOJU,
S0361,SINGE,
S0362,IHANJA,
S0363,MWADUI,
S0367,KILOSA,
S0368,IMBORU,
S0371,LOMBETA,
S0372,KIRUA,
S0373,ITOPE,
S0374,LUPATA,
S0375,JUMUIYA,
S0376,SONI SEMINARY,
S0378,HEGONGO HOLY CROSS,
S0380,UCHAMA,
S0381,UTAANI,
S0382,TUMEKUJA,
S0383,BEN BELLA,
S0384,MIKUNGUNI,
S0385,UJIJI,
S0386,GEITA,
S0387,KARAGWE,
S0388,MARANGU,
S0389,SHAURITANGA,
S0390,HAMAMNI,
S0391,HAILE SELASSIE,
S0397,RULENGE,
S0400,SHAMIANI,
S0402,MKWAJUNI,
S0403,MAKUNDUCHI,
S0405,BIHARAMULO,
S0406,KASHOZI,
S0407,MUGEZA,
S0409,MORINGE SOKOINE,
S0411,KONDE,
S0412,KANGANI,
S0414,IAMBI,
S0417,MWAKALELI,
S0418,LUTENGANO,
S0419,CHOME,
S0420,CHANJALE SEMINARY,
S0423,BULIMA,
S0426,WANGING'OMBE,
S0427,MAKAMBAKO,
S0428,MPECHI,
S0429,LUPEMBE,
S0430,UWEMBA,
S0431,MTWANGO,
S0432,JABAL-HIRA MUSLIM JUNIOR SEMINARY,
S0434,NDEMBELA,
S0435,BISHOP MOSHI,
S0436,KAFULE,
S0438,MASJID QUBAH MUSLIM SEMINARY,
S0439,BUPANDAGILA,
S0441,KILWA,
S0442,BUHANGIJA,
S0443,META,
S0444,ITAMBA,
S0445,MWEMBETOGWA,
S0446,MGOLOLO,
S0447,MDABULO,
S0448,SADANI,
S0449,J.J.MUNGAI,
S0450,USOKE,
S0451,ENDAROFTA,
S0452,MADUNGA,
S0453,DONGOBESH,
S0454,ST. JOSEPH NGARENARO,
S0455,TWEYAMBE,
S0456,KINANGO,
S0457,IGAWILO,
S0459,NATIRO,
S0460,IRAMBO,
S0461,JOHN PAUL II KAHAMA,
S0462,WIGEHE,
S0463,NGOREME,
S0464,KILOMBERO,
S0465,JAMHURI,
S0467,NYUKI,
S0468,KIRIKI,
S0471,MBOZI,
S0472,IPINDA,
S0473,KANYIGO,
S0474,KISOMACHI,
S0475,KIDIA,
S0476,MWANGAZA,
S0477,CHIMALA,
S0478,KIPOKE,
S0479,NRONGA,
S0480,NSOO,
S0482,ILUHYA,
S0484,MKINGA,
S0485,MAJENGO,
S0486,UOMBONI,
S0487,MADUNDA,
S0488,RUTABO,
S0489,SUJI,
S0490,SHEMSANGA,
S0491,KILOMENI,
S0492,KISHUMUNDU,
S0493,AL-HARAMAIN ISLAMIC SEMINARY,
S0495,MILALA,
S0496,JITEGEMEE,
S0498,DINDIMO,
S0499,OLALENI,
S0500,WANIKE,
S0501,UWELENI,
S0503,LYAKIRIMU,
S0504,MRIKE,
S0506,UNGWASI,
S0507,ITENGULE,
S0508,MLAMA,
S0509,UCHIRA,
S0510,HOROMBO,
S0511,HANDENI,
S0513,MIHAYO,
S0514,UROKI,
S0515,ILULA,
S0516,MOMBO,
S0517,KILI,
S0518,KANAWA,
S0519,LALAGO,
S0520,BUYANGO,
S0521,MATOMBO,
S0523,NAMTUMBO,
S0524,RUJEWA,
S0525,MKONOWAMARA,
S0526,MRINGA,
S0527,ULAYASI,
S0528,SABA SABA,
S0530,NDWIKA GIRLS,
S0531,RUAHA,
S0533,SARWATT,
S0534,ST. ANTHONY'S,
S0535,MAKOGA,
S0536,KINDOROKO,
S0537,ST. PAUL'S LIULI,
S0538,VWAWA,
S0539,MAGU,
S0540,MAPOSENI,
S0541,MARAMBA,
S0542,OLDADAI,
S0543,MANEROMANGO,
S0544,MKUU,
S0545,KIAGATA,
S0546,PAMBA,
S0547,MAZWI,
S0548,SHAMBALAI,
S0549,LUGOBA,
S0550,BUGENE,
S0551,NACHINGWEA,
S0552,MAGOTO,
S0553,NEWALA,
S0554,NGUDU,
S0555,BUNGU,
S0556,MAKONGORO,
S0557,NARUMU,
S0558,MWANGA,
S0559,BWABUKI,
S0560,KASULU,
S0561,MONTFORT,
S0562,USSERI,
S0564,BUSWELU,
S0565,BWASI,
S0577,AL-HIKMA GIRLS,
S0578,TAQWA,
S0579,KATUNGURU,
S0580,IGOWOLE,
S0581,ILEJE,
S0582,UNUNIO ISLAMIC HIGH SCHOOL,
S0583,MAZINYUNGU,
S0584,LWANDAI,
S0585,MUNANILA,
S0586,KAISHO,
S0587,CHUNYA,
S0588,CHUMVI WAZAZI,
S0589,NYABIHORE,
S0590,WILIMA,
S0591,RUANDA,
S0592,LUNDO DAY,
S0593,HAGATI,
S0594,FRANKWESTON,
S0595,RUVUMA,
S0596,LIWALE DAY,
S0597,KIPATIMU,
S0598,MTAMA,
S0599,MNERO,
S0600,BUNDA,
S0601,SERENGETI DAY,
S0602,MANDA,
S0603,KWAPAKACHA,
S0604,KIBAKWE,
S0605,UHURU,
S0606,ZUNZULI,
S0607,LULUMBA,
S0608,NANYAMBA,
S0609,MATAI,
S0610,NKASI,
S0611,KABANGA,
S0612,KAGANGO,
S0613,NYAMPULUKANO,
S0614,NYERERE,
S0615,KIRANGARE,
S0616,MWANDIGA,
S0617,LUSANGA,
S0618,LUPALILO,
S0619,MGETA,
S0622,KUNDUCHI GIRLS ISLAMIC HIGH SCHOOL,
S0623,KAHUNDA,
S0624,RUBALE,
S0625,BALANGDALALU,
S0627,KIDELEKO,
S0628,KIRONGAYA,
S0629,EDMUND-RICE-SINON,
S0630,NYEGINA,
S0631,UMOJA,
S0632,BONDENI,
S0633,TALLO,
S0636,ZOISSA,
S0637,NYABIYONZA,
S0638,BUNAZI,
S0639,UDZUNGWA,
S0640,MBALIZI,
S0641,MEATU,
S0643,DAREDA,
S0645,VITUKA,
S0647,NGARENANYUKI,
S0648,MASASI DAY,
S0649,MKWESE,
S0651,UKUMBI,
S0652,POMERINI,
S0653,MWAKAVUTA,
S0654,RWAMBAIZI,
S0655,KIFANYA,
S0656,LYAMAHORO,
S0657,NYANSHENYE,
S0658,MWAMAPALALA,
S0659,KIBENGU,
S0661,ISENYE,
S0662,MWANZI,
S0663,SANGITI,
S0665,MWEMBENI,
S0666,BADRI,
S0667,NYAISHOZI,
S0669,UTETE,
S0670,NYANG'HWALE,
S0671,UBUNGO ISLAMIC HIGH SCHOOL,
S0672,MKWAKWANI,
S0675,MBUGWE,
S0676,MABIRA,
S0677,TANDAHIMBA,
S0678,MUGANGO,
S0679,KIMANDOLU,
S0680,MWAZYE,
S0681,IVUMWE,
S0682,MPOROTO,
S0683,KALENGA,
S0685,NAMABENGO,
S0686,CHATO,
S0687,KIKATITI,
S0688,MSAKILA,
S0689,ENDASAK,
S0690,ITUNDU,
S0692,ROSMINI,
S0693,MANYARA,
S0694,KANGA,
S0696,TUNDUMA,
S0697,KIGWE,
S0698,ECKERNFORDE,
S0699,DONGE,
S0700,KIDONGOCHEKUNDU,
S0701,KARANGAI,
S0702,IKWIRIRI,
S0704,NSHAMBA,
S0705,LUPILA,
S0706,KALANGALALA,
S0707,KITETO,
S0708,KIPINGO,
S0709,BUKONGO,
S0710,BINZA,
S0711,KITOMONDO,
S0712,BARIADI,
S0713,IGUNGA,
S0714,KABUKU,
S0715,ILONGERO,
S0716,MALECELA,
S0717,LAELA,
S0718,NYANSINCHA,
S0719,MASONGA,
S0720,MPITIMBI,
S0721,LEGURUKI,
S0722,SAHARE,
S0723,BOLOTI,
S0726,MBEKENYERA,
S0727,MKWAJUNI,
S0729,MSOLWA ST. GASPARE BERTONI,
S0731,MAKONGO,
S0732,MAHILO,
S0733,IGURUSI,
S0734,MATEKWE,
S0735,KATUMBA,
S0737,KIWANI,
S0738,RIDHWAA SEMINARY,
S0739,HIJRA SEMINARY,
S0740,ALI HASSAN MWINYI ISL.,
S0741,ITENDE,
S0742,BULONGWA,
S0743,KAMBARAGE,
S0744,NANGA,
S0745,TEMBELA,
S0746,MNYAMBE,
S0747,MLALO,
S0748,KAWAWA,
S0749,KAMSAMBA,
S0750,OSHARA,
S0751,RUHUWIKO,
S0752,RUNZEWE,
S0753,BIIRABO,
S0754,URAMBO DAY,
S0755,MUKULAT,
S0756,MURUTUNGURU,
S0757,KYELA,
S0758,KIJOTA,
S0759,GAIRO,
S0760,BUKOLI,
S0761,BWISYA,
S0762,KOME,
S0763,NGANA,
S0764,IZIGO,
S0765,UNYANYEMBE,
