Region,Council,Ward,Centre,Reg.No.,Ownership,"COBET-Cohort I, M","COBET-Cohort I, F","COBET-Cohort I, T","COBET-Cohort II, M","COBET-Cohort II, F","COBET-Cohort II, T"
Tabora,Tabora MC,Ndevelwa,IBASA,EM.14281,Government,8,10,18,2,2,4
Tabora,Urambo,Itundu,ITUNDU,EM.4022,Government,7,5,12,0,0,0
Tabora,Urambo,Kasisi,KASISI,EM.6892,Government,12,5,17,0,0,0
Tabora,Urambo,Muungano,KALEMELA,EM.4550,Government,9,8,17,0,0,0
Tabora,Urambo,Nsenda,ITEBULANDA,EM.12335,Government,12,6,18,0,0,0
Tabora,Urambo,Ukondamoyo,IFUTA,EM.6891,Government,14,0,14,4,1,5
Tabora,Urambo,Ukondamoyo,NHOLONGO,EM.15908,Government,7,7,14,2,1,3
Tabora,Urambo,Urambo,MWENGE,EM.8186,Government,14,7,21,0,0,0
Tabora,Urambo,Ussoke,MAPINDUZI,EM.8268,Government,7,5,12,0,0,0
Tabora,Urambo,Vumilia,VUMILIA,EM.5727,Government,14,6,20,7,2,9
Tabora,Uyui,Bukumbi,ISHIHIMULWA,EM.5714,Government,2,1,3,0,0,0
Tabora,Uyui,Goweko,GOWEKO,EM.7533,Government,21,22,43,0,0,0
Tabora,Uyui,Goweko,KAMAMA,EM.8621,Government,23,19,42,0,0,0
Tabora,Uyui,Goweko,IMALAKASEKO,EM.1439,Government,5,1,6,3,4,7
Tabora,Uyui,Ibelamilundi,ISENEGEZYA,EM.18130,Government,1,0,1,0,0,0
Tabora,Uyui,Ibiri,MWAKASHIDYE,EM.10544,Government,30,30,60,0,0,0
Tabora,Uyui,Ibiri,IBIRI,EM.94,Government,6,5,11,0,0,0
Tabora,Uyui,Ibiri,MILUMBA,EM.10258,Government,2,2,4,0,0,0
Tabora,Uyui,Ibiri,ISIMU,EM.8354,Government,1,1,2,0,0,0
Tabora,Uyui,Igalula,IGALULA,EM.2595,Government,11,0,11,0,0,0
Tabora,Uyui,Igalula,KAWEKAPINA,EM.4547,Government,8,2,10,0,0,0
Tabora,Uyui,Igulungu,MBEYA,EM.12960,Government,36,44,80,0,0,0
Tabora,Uyui,Isikizya,IGOKO,EM.3231,Government,18,20,38,0,0,0
Tabora,Uyui,Isila,ISILA,EM.4546,Government,11,3,14,0,0,0
Tabora,Uyui,Kigwa,UMOJA,EM.14541,Government,11,15,26,0,0,0
Tabora,Uyui,Kigwa,KINAMAGI,EM.7536,Government,9,12,21,0,0,0
Tabora,Uyui,Kigwa,ITUNDAUKULU,EM.11527,Government,8,13,21,0,0,0
Tabora,Uyui,Kizengi,KABISILE,EM.18125,Government,9,3,12,0,0,0
Tabora,Uyui,Kizengi,KIZENGI,EM.3392,Government,1,0,1,0,0,0
Tabora,Uyui,Loya,MIGONGWA,EM.12961,Government,66,43,109,0,0,0
Tabora,Uyui,Loya,LOYA,EM.4020,Government,12,20,32,0,0,0
Tabora,Uyui,Loya,LUTONA,EM.8018,Government,2,1,3,0,0,0
Tabora,Uyui,Lutende,MISOLE,EM.8020,Government,10,6,16,0,0,0
Tabora,Uyui,Mabama,MABAMA,EM.729,Government,10,13,23,0,0,0
Tabora,Uyui,Magiri,MAGIRI,EM.2523,Government,8,10,18,0,0,0
Tabora,Uyui,Miswaki,MWAMDALAIGWE,EM.14539,Government,3,14,17,0,0,0
Tabora,Uyui,Nsololo,NSOLOLO,EM.3716,Government,11,4,15,0,0,0
Tabora,Uyui,Nzubuka,NZUBUKA,EM.5718,Government,15,22,37,0,0,0
Tabora,Uyui,Usagari,KAKULUNGU,EM.18126,Government,3,1,4,0,0,0
Tanga,Bumbuli,Funta,FUNTA,EM.16569,Government,2,1,3,0,0,0
Tanga,Bumbuli,Mamba,MAMBA,EM.16619,Government,1,1,2,0,0,0
Tanga,Bumbuli,Mayo,BAMBALETA,EM.16562,Government,2,0,2,4,0,4
Tanga,Bumbuli,Mgwashi,MGWASHI,EM.16624,Government,1,0,1,0,0,0
Tanga,Bumbuli,Milingano,KWEBAMBA,EM.16595,Government,2,0,2,4,0,4
Tanga,Bumbuli,Nkongoi,MAVUMBI,EM.16621,Government,19,8,27,13,6,19
Tanga,Bumbuli,Nkongoi,MALALO,EM.16617,Government,7,7,14,7,3,10
Tanga,Bumbuli,Soni,SONI,EM.16645,Government,3,2,5,7,7,14
Tanga,Bumbuli,Usambara,KWAMZUZA,EM.16592,Government,11,4,15,0,0,0
Tanga,Bumbuli,Vuga,BAZO,EM.16565,Government,7,2,9,0,0,0
Tanga,Handeni,Kabuku,KABUKU NJE,EM.4555,Government,17,10,27,0,0,0
Tanga,Handeni,Kiva,KOBILI,EM.14954,Government,1,2,3,0,0,0
Tanga,Handeni,Kwachaga,MPALAGWE,EM.11533,Government,42,33,75,0,0,0
Tanga,Handeni,Kwachaga,KWACHAGA,EM.23,Government,33,24,57,0,0,0
Tanga,Handeni,Kwamsisi,KWAMSISI,EM.1443,Government,0,0,0,3,8,11
Tanga,Handeni,Mkata,MKATA,EM.3235,Government,73,44,117,0,0,0
Tanga,Handeni,Mkata,LUGURUNI,EM.15181,Government,2,5,7,0,0,0
Tanga,Handeni TC,Chanika,MSHIKAMANO,EM.12988,Government,25,14,39,7,5,12
Tanga,Handeni TC,Kideleko,BANGU,EM.12984,Government,7,1,8,1,7,8
Tanga,Handeni TC,Kwamagome,BONDO,EM.19189,Government,78,72,150,0,0,0
Tanga,Handeni TC,Kwamagome,KWALUWALA,EM.12987,Government,18,26,44,0,0,0
Tanga,Handeni TC,Kwediyamba,KWEDIYAMBA,EM.8030,Government,7,4,11,0,0,0
Tanga,Handeni TC,Kwenjugo,MAPINDUZI,EM.5731,Government,13,9,22,0,0,0
Tanga,Handeni TC,Mabanda,MISIMA,EM.71,Government,9,4,13,10,6,16
Tanga,Handeni TC,Malezi,MALEZI,EM.5730,Government,26,27,53,7,4,11
Tanga,Handeni TC,Malezi,KILIMILANG'OMBE,EM.8678,Government,8,7,15,0,0,0
Tanga,Handeni TC,Msasa,MSASA,EM.426,Government,4,1,5,0,0,0
Tanga,Handeni TC,Vibaoni,VIBAONI,EM.3236,Government,10,4,14,0,0,0
Tanga,Kilindi,Bokwa,BOMA,EM.12991,Government,2,3,5,2,3,5
Tanga,Kilindi,Kibirashi,ELERAI,EM.11535,Government,10,6,16,6,2,8
Tanga,Kilindi,Kikunde,KIKUNDE,EM.5733,Government,1,1,2,0,0,0
Tanga,Kilindi,Kilwa,KILWA,EM.652,Government,1,1,2,0,0,0
Tanga,Kilindi,Kimbe,VUNILA,EM.12997,Government,7,5,12,6,5,11
Tanga,Kilindi,Kwekivu,KWEKIVU,EM.653,Government,5,4,9,6,8,14
Tanga,Kilindi,Mabalanga,KWEDIJELO,EM.13488,Government,1,2,3,0,0,0
Tanga,Kilindi,Mabalanga,MABALANGA,EM.6895,Government,1,1,2,0,0,0
Tanga,Kilindi,Masagalu,SAMBU,EM.12353,Government,0,3,3,0,1,1
Tanga,Kilindi,Mkindi,MKINDI,EM.13492,Government,1,1,2,2,4,6
Tanga,Kilindi,Msanja,MUUNGANO,EM.1446,Government,39,18,57,6,3,9
Tanga,Kilindi,Msanja,KIGWAMA,EM.13487,Government,13,8,21,19,19,38
Tanga,Kilindi,Msanja,MSWAKI,EM.376,Government,0,2,2,4,2,6
Tanga,Kilindi,Negero,NEGERO,EM.1704,Government,17,26,43,0,0,0
Tanga,Kilindi,Pagwi,MAKELELE,EM.11537,Government,3,6,9,0,0,0
Tanga,Kilindi,Songe,SONGE,EM.981,Government,17,17,34,0,0,0
Tanga,Kilindi,Songe,MVUNGWE,EM.10546,Government,6,9,15,0,0,0
Tanga,Kilindi,Songe,VILINDWA,EM.12996,Government,3,2,5,3,0,3
Tanga,Kilindi,Tunguli,TUNGULI,EM.982,Government,8,11,19,0,0,0
Tanga,Korogwe,Hale,KICHANGANI,EM.12998,Government,0,2,2,11,3,14
Tanga,Korogwe,Kwashemshi,KWASHEMSHI,EM.1998,Government,5,1,6,1,0,1
Tanga,Korogwe,Magoma,KIJANGO,EM.7550,Government,17,14,31,14,11,25
Tanga,Korogwe,Mazinde,MAZINDE BAGAMOYO,EM.7556,Government,8,3,11,9,11,20
Tanga,Korogwe,Mazinde,MAZINDE MSHANGAI,EM.167,Government,13,4,17,2,1,3
Tanga,Korogwe,Mkalamo,KWEISEWA,EM.6898,Government,7,2,9,0,0,0
Tanga,Korogwe,Mkalamo,MAKAYO,EM.13866,Government,5,3,8,0,0,0
Tanga,Korogwe,Mkalamo,MPASILASI,EM.428,Government,2,1,3,2,1,3
Tanga,Korogwe,Mkumbara,GOHA,EM.9123,Government,3,2,5,2,0,2
Tanga,Korogwe,Mpale,MALI,EM.2742,Government,9,9,18,0,0,0
Tanga,Korogwe,Mpale,KWEMANOLO,EM.6899,Government,2,4,6,0,0,0
Tanga,Korogwe TC,Bagamoyo,BAGAMOYO,EM.5751,Government,2,0,2,0,0,0
Tanga,Korogwe TC,Kwamndolwa,KWAMNDOLWA,EM.209,Government,6,2,8,0,0,0
Tanga,Korogwe TC,Kwamsisi,KWAKOMBO,EM.5753,Government,5,5,10,4,1,5
Tanga,Korogwe TC,Magunga,KWASEMANGUBE,EM.5752,Government,3,2,5,0,1,1
Tanga,Korogwe TC,Magunga,MAGUNGA,EM.985,Government,2,1,3,0,0,0
Tanga,Korogwe TC,Masuguru,ZUNG'NAT,EM.11075,Government,1,1,2,0,1,1
Tanga,Korogwe TC,Mgombezi,MATONDORO,EM.2193,Government,2,1,3,3,0,3
Tanga,Korogwe TC,Mtonga,MSAMBIAZI,EM.5755,Government,3,3,6,0,0,0
Tanga,Korogwe TC,Mtonga,KILIMANI,EM.8036,Government,0,1,1,0,0,0
Tanga,Korogwe TC,Old Korogwe,LWENGERA DARAJANI,EM.6907,Government,7,6,13,0,0,0
Tanga,Lushoto,Lunguza,KIVINGO,EM.2446,Government,6,3,9,0,0,0
Tanga,Lushoto,Manolo,MADALA,EM.6914,Government,8,8,16,0,0,0
Tanga,Lushoto,Manolo,MLIFU,EM.6918,Government,4,1,5,0,0,0
Tanga,Lushoto,Mng'aro,MAZINDE,EM.11078,Government,11,7,18,0,0,0
Tanga,Lushoto,Shume,GOLOGOLO,EM.2195,Government,6,2,8,0,0,0
Tanga,Mkinga,Boma,BOMA,EM.2341,Government,4,3,7,0,0,0
Tanga,Mkinga,Boma,MKAMBANI,EM.17270,Government,0,1,1,2,0,2
Tanga,Mkinga,Boma,BOMA SUBUTUNI,EM.19818,Government,0,2,2,0,0,0
Tanga,Mkinga,Bosha,BOSHA,EM.7565,Government,5,4,9,0,0,0
Tanga,Mkinga,Bosha,MUZI,EM.13880,Government,1,0,1,0,1,1
Tanga,Mkinga,Bwiti,BWITI,EM.3735,Government,14,4,18,0,0,0
Tanga,Mkinga,Daluni,MKUNGUMIZE,EM.9457,Government,2,2,4,0,0,0
Tanga,Mkinga,Doda,MAZOLA,EM.9130,Government,0,0,0,0,4,4
Tanga,Mkinga,Doda,BAMBA MWARONGO,EM.2096,Government,1,1,2,0,0,0
Tanga,Mkinga,Duga,MAFORONI 'A',EM.8273,Government,3,4,7,0,0,0
Tanga,Mkinga,Duga,HOROHORO,EM.3737,Government,1,3,4,0,0,0
Tanga,Mkinga,Gombero,JIRIHINI,EM.8038,Government,1,3,4,0,0,0
Tanga,Mkinga,Gombero,DIMA,EM.13496,Government,0,0,0,1,2,3
Tanga,Mkinga,Gombero,GOMBERO,EM.1559,Government,0,0,0,1,0,1
Tanga,Mkinga,Gombero,KICHANGANI,EM.5769,Government,0,1,1,0,0,0
Tanga,Mkinga,Kwale,VYERU,EM.1858,Government,4,2,6,0,0,0
Tanga,Mkinga,Kwale,KICHALIKANI,EM.14959,Government,2,2,4,0,0,0
Tanga,Mkinga,Manza,MANZA,EM.8041,Government,6,2,8,2,0,2
Tanga,Mkinga,Manza,MTUNDANI,EM.10265,Government,0,2,2,0,0,0
Tanga,Mkinga,Manza,TAWALANI,EM.7570,Government,1,0,1,0,0,0
Tanga,Mkinga,Mapatano,MTAPWA,EM.13010,Government,0,0,0,6,4,10
Tanga,Mkinga,Mapatano,LUGONGO,EM.1936,Government,0,0,0,0,2,2
Tanga,Mkinga,Maramba,UHURU,EM.13011,Government,4,2,6,4,4,8
Tanga,Mkinga,Mayomboni,JASINI,EM.17269,Government,7,5,12,6,6,12
Tanga,Mkinga,Mayomboni,MAHANDAKINI,EM.7568,Government,4,0,4,3,3,6
Tanga,Mkinga,Mayomboni,MAYOMBONI,EM.8043,Government,2,2,4,2,2,4
Tanga,Mkinga,Mhinduro,MHINDURO,EM.135,Government,0,2,2,1,0,1
Tanga,Mkinga,Mhinduro,GONJA SEGOMA,EM.5768,Government,0,3,3,0,0,0
Tanga,Mkinga,Mkinga,BAWA,EM.2199,Government,1,1,2,0,2,2
Tanga,Mkinga,Mnyenzani,MJESANI,EM.3738,Government,2,3,5,0,0,0
Tanga,Mkinga,Mnyenzani,MACHIMBONI,EM.12360,Government,0,0,0,2,1,3
Tanga,Mkinga,Moa,ZINGIBARI,EM.1859,Government,6,9,15,3,11,14
Tanga,Mkinga,Moa,VUO,EM.4026,Government,0,0,0,8,5,13
Tanga,Mkinga,Mtimbwani,MTIMBWANI,EM.2006,Government,2,2,4,7,5,12
Tanga,Mkinga,Mwakijembe,MBUTA,EM.14740,Government,6,4,10,4,1,5
Tanga,Mkinga,Mwakijembe,MWAKIJEMBE,EM.602,Government,1,2,3,1,2,3
Tanga,Mkinga,Parungu Kasera,KASERA,EM.8192,Government,4,2,6,0,1,1
Tanga,Mkinga,Parungu Kasera,MZINGI,EM.7569,Government,1,0,1,0,0,0
Tanga,Mkinga,Sigaya,DUGA,EM.1170,Government,2,2,4,0,0,0
Tanga,Mkinga,Sigaya,KIBEWANI,EM.8427,Government,1,1,2,0,0,0
Tanga,Muheza,Masuguru,MASUGURU,EM.13016,Government,3,3,6,5,1,6
Tanga,Muheza,Mlingano,MACHEMBA,EM.11551,Government,2,3,5,0,0,0
Tanga,Pangani,Bushiri,MIVUMONI,EM.13023,Government,23,11,34,6,1,7
Tanga,Pangani,Bushiri,BUSHIRI,EM.3248,Government,6,3,9,0,0,0
Tanga,Pangani,Bushiri,MROZO,EM.13024,Government,1,0,1,0,0,0
Tanga,Pangani,Kipumbwi,KIPUMBWI,EM.379,Government,11,9,20,3,5,8
Tanga,Pangani,Madanga,MADANGA,EM.108,Government,3,4,7,5,5,10
Tanga,Pangani,Mikinguni,STAHABU,EM.2208,Government,11,10,21,0,0,0
Tanga,Pangani,Mikinguni,MTONGA,EM.6933,Government,3,2,5,1,1,2
Tanga,Pangani,Mikinguni,MTANGO,EM.7597,Government,1,1,2,0,0,0
Tanga,Pangani,Mkalamo,MKALAMO,EM.2747,Government,3,6,9,7,4,11
Tanga,Pangani,Mkwaja,MAKORORA,EM.11552,Government,10,4,14,0,0,0
Tanga,Pangani,Mwera,MWERA,EM.431,Government,5,7,12,3,1,4
Tanga,Pangani,Tungamaa,LANGONI,EM.3742,Government,3,2,5,0,0,0
Tanga,Pangani,Tungamaa,TUNGAMAA,EM.5781,Government,3,1,4,0,0,0
Tanga,Pangani,Ubangaa,KILIMANGWIDO,EM.2598,Government,1,0,1,1,0,1
Tanga,Tanga CC,Chumbageni,KISOSORA,EM.1862,Government,10,4,14,4,3,7
Tanga,Tanga CC,Mabawa,MIKANJUNI,EM.8967,Government,4,5,9,2,1,3
Tanga,Tanga CC,Majengo,KANA,EM.2008,Government,18,6,24,19,10,29
Tanga,Tanga CC,Makorora,MAKORORA,EM.2100,Government,11,5,16,0,0,0
Tanga,Tanga CC,Maweni,KANGE,EM.5782,Government,5,7,12,13,7,20
Tanga,Tanga CC,Maweni,MAWENI,EM.2599,Government,3,2,5,0,0,0
Tanga,Tanga CC,Nguvumali,GOFU JUU,EM.1861,Government,1,7,8,7,5,12
Tanga,Tanga CC,Pongwe,PONGWE,EM.1939,Government,13,5,18,11,6,17
Tanga,Tanga CC,Tangasisi,MWANG'OMBE,EM.7601,Government,15,1,16,10,4,14
Tanga,Tanga CC,Usagara,USAGARA,EM.2753,Government,5,3,8,0,0,0
