S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
110,Arusha,Arusha DC, NAMELOK , EM.15192 ,"306,228.94","304,587.90","321,731.74","319,772.81","319,594.00","318,956.00","318,693.00","318,436.00","318,142.00","318,142.00","318,142.00","318,077.00","3,800,503.39"
111,Arusha,Arusha DC, NATEMA , EM.7604 ,"441,467.10","439,101.34","454,477.75","453,221.30","452,967.00","452,063.00","451,691.00","451,326.00","450,909.00","450,909.00","450,909.00","450,817.00","5,399,858.49"
112,Arusha,Arusha DC, NAUREI , EM.11558 ,"530,071.41","527,230.83","546,690.63","544,369.14","544,064.00","542,978.00","542,531.00","542,093.00","541,592.00","541,592.00","541,592.00","541,482.00","6,486,286.01"
113,Arusha,Arusha DC, NDURUMA , EM.1173 ,"317,628.32","315,926.20","320,211.75","319,269.23","319,090.00","318,453.00","318,191.00","317,934.00","317,641.00","317,641.00","317,641.00","317,576.00","3,817,202.50"
114,Arusha,Arusha DC, NENGUNGU , EM.1562 ,"148,192.01","147,397.87","136,799.32","135,966.39","135,890.00","135,619.00","135,507.00","135,398.00","135,273.00","135,273.00","135,273.00","135,245.00","1,651,833.59"
115,Arusha,Arusha DC, NGARAMTONI , EM.7605 ,"727,488.03","723,589.53","699,196.54","694,939.33","694,550.00","693,164.00","692,592.00","692,034.00","691,395.00","691,395.00","691,395.00","691,253.00","8,382,991.43"
116,Arusha,Arusha DC, NGIRESI , EM.4583 ,"498,464.02","495,792.82","468,157.69","465,810.78","465,550.00","464,621.00","464,238.00","463,863.00","463,435.00","463,435.00","463,435.00","463,340.00","5,640,142.31"
117,Arusha,Arusha DC, OLBAK , EM.12375 ,"449,757.56","447,347.37","428,131.22","425,524.44","425,286.00","424,437.00","424,087.00","423,745.00","423,354.00","423,354.00","423,354.00","423,267.00","5,141,644.59"
118,Arusha,Arusha DC, OLCHOKI , EM.3408 ,"649,764.95","646,282.95","578,103.81","574,583.89","574,262.00","573,116.00","572,643.00","572,182.00","571,653.00","571,653.00","571,653.00","571,536.00","7,027,433.61"
119,Arusha,Arusha DC, OLCHOROVUS , EM.4584 ,"504,163.71","501,461.97","481,330.95","479,911.00","479,642.00","478,685.00","478,290.00","477,904.00","477,463.00","477,463.00","477,463.00","477,366.00","5,791,143.64"
120,Arusha,Arusha DC, OLDADAI , EM.603 ,"658,055.41","654,528.99","686,529.94","686,378.48","685,994.00","684,625.00","684,060.00","683,509.00","682,877.00","682,877.00","682,877.00","682,738.00","8,155,049.82"
121,Arusha,Arusha DC, OLDENDERETI , EM.11559 ,"185,499.09","184,505.02","177,839.12","176,756.31","176,657.00","176,305.00","176,159.00","176,017.00","175,855.00","175,855.00","175,855.00","175,819.00","2,133,121.54"
122,Arusha,Arusha DC, OLDONYOSAMBU , EM.2600 ,"703,134.80","699,366.80","660,690.07","658,681.62","658,312.00","656,999.00","656,457.00","655,928.00","655,322.00","655,322.00","655,322.00","655,188.00","7,970,723.29"
123,Arusha,Arusha DC, OLDONYOSAPUK , EM.990 ,"312,446.78","310,772.42","310,585.13","308,694.06","308,521.00","307,905.00","307,651.00","307,403.00","307,119.00","307,119.00","307,119.00","307,057.00","3,702,392.40"
124,Arusha,Arusha DC, OLDONYOWAS , EM.8199 ,"449,239.40","446,831.99","404,824.67","402,863.38","402,637.00","401,834.00","401,503.00","401,179.00","400,808.00","400,808.00","400,808.00","400,727.00","4,914,063.44"
125,Arusha,Arusha DC, OLEMEDEYE , EM.15193 ,"208,297.86","207,181.62","190,505.73","189,345.79","189,240.00","188,862.00","188,706.00","188,554.00","188,380.00","188,380.00","188,380.00","188,341.00","2,304,173.98"
126,Arusha,Arusha DC, OLGILAI , EM.4585 ,"458,048.02","455,593.41","455,997.75","454,732.04","454,477.00","453,570.00","453,196.00","452,831.00","452,413.00","452,413.00","452,413.00","452,320.00","5,448,004.21"
127,Arusha,Arusha DC, OLJORO , EM.3023 ,"285,502.78","283,972.81","286,771.92","286,536.58","286,376.00","285,804.00","285,569.00","285,339.00","285,075.00","285,075.00","285,075.00","285,017.00","3,426,114.09"
128,Arusha,Arusha DC, OLKEJULENDERIT , EM.19072 ,"91,713.23","91,221.76","89,679.56","89,133.52","89,084.00","88,906.00","88,832.00","88,761.00","88,679.00","88,679.00","88,679.00","88,661.00","1,072,029.07"
129,Arusha,Arusha DC, OLKOKOLA , EM.1174 ,"669,972.95","666,382.66","584,183.78","582,137.58","581,811.00","580,650.00","580,171.00","579,704.00","579,168.00","579,168.00","579,168.00","579,050.00","7,141,566.98"
130,Arusha,Arusha DC, OLMOTONYI , EM.2210 ,"341,981.55","340,148.92","332,371.69","330,347.97","330,163.00","329,504.00","329,232.00","328,967.00","328,663.00","328,663.00","328,663.00","328,596.00","3,977,301.14"
131,Arusha,Arusha DC, OLMRINGIRINGA , EM.4586 ,"660,646.18","657,105.87","658,156.75","656,163.73","655,796.00","654,487.00","653,948.00","653,420.00","652,817.00","652,817.00","652,817.00","652,683.00","7,860,857.53"
132,Arusha,Arusha DC, OLOKII , EM.2012 ,"87,049.85","86,583.36","69,412.99","68,990.35","68,952.00","68,814.00","68,757.00","68,702.00","68,638.00","68,638.00","68,638.00","68,624.00","861,799.56"
133,Arusha,Arusha DC, OLOMITU , EM.11560 ,"358,044.32","356,125.61","346,051.62","347,469.66","347,275.00","346,582.00","346,296.00","346,017.00","345,697.00","345,697.00","345,697.00","345,627.00","4,176,579.23"
134,Arusha,Arusha DC, OLOSIVA , EM.7606 ,"687,590.18","683,905.48","702,743.19","700,982.28","700,589.00","699,191.00","698,615.00","698,051.00","697,407.00","697,407.00","697,407.00","697,264.00","8,361,152.14"
135,Arusha,Arusha DC, OLTURMET , EM.4587 ,"296,384.01","294,795.73","285,758.59","284,018.68","283,859.00","283,293.00","283,059.00","282,831.00","282,570.00","282,570.00","282,570.00","282,512.00","3,424,221.02"
136,Arusha,Arusha DC, OLTUROTO , EM.991 ,"307,265.24","305,618.65","305,518.49","305,169.01","304,998.00","304,389.00","304,138.00","303,893.00","303,612.00","303,612.00","303,612.00","303,550.00","3,655,375.40"
137,Arusha,Arusha DC, SAMBASHA , EM.2856 ,"614,012.33","610,721.93","576,583.82","577,101.79","576,778.00","575,627.00","575,153.00","574,689.00","574,158.00","574,158.00","574,158.00","574,041.00","6,977,181.87"
138,Arusha,Arusha DC, SASI , EM.3409 ,"229,542.16","228,312.08","230,025.53","228,624.97","228,497.00","228,041.00","227,853.00","227,669.00","227,459.00","227,459.00","227,459.00","227,412.00","2,738,353.74"
139,Arusha,Arusha DC, SEKEI , EM.992 ,"508,308.95","505,584.99","520,850.76","517,679.44","517,389.00","516,357.00","515,931.00","515,515.00","515,039.00","515,039.00","515,039.00","514,934.00","6,177,667.14"
140,Arusha,Arusha DC, SELIAN , EM.335 ,"588,104.64","584,953.07","558,850.57","555,447.88","555,136.00","554,029.00","553,572.00","553,126.00","552,615.00","552,615.00","552,615.00","552,502.00","6,713,566.17"
141,Arusha,Arusha DC, SITTI MWINYI , EM.9231 ,"86,013.54","85,552.61","93,732.87","94,672.89","94,620.00","94,431.00","94,353.00","94,277.00","94,190.00","94,190.00","94,190.00","94,171.00","1,114,393.91"
142,Arusha,Arusha DC, SONGAMBELE , EM.14310 ,"194,307.70","193,266.43","201,145.67","200,928.11","200,815.00","200,415.00","200,249.00","200,088.00","199,903.00","199,903.00","199,903.00","199,862.00","2,390,785.92"
143,Arusha,Arusha DC, THEMI YA SIMBA , EM.5791 ,"180,835.70","179,866.63","172,772.48","172,224.09","172,128.00","171,784.00","171,642.00","171,504.00","171,346.00","171,346.00","171,346.00","171,311.00","2,078,105.90"
144,Arusha,Arusha DC, TIMBOLO , EM.11084 ,"634,220.34","630,821.64","662,716.73","658,681.62","658,312.00","656,999.00","656,457.00","655,928.00","655,322.00","655,322.00","655,322.00","655,188.00","7,835,290.32"
145,Arusha,Arusha DC, UMOJA , EM.11562 ,"245,086.78","243,773.39","231,038.86","229,632.13","229,503.00","229,045.00","228,857.00","228,672.00","228,461.00","228,461.00","228,461.00","228,414.00","2,779,405.16"
146,Arusha,Arusha DC, USHINDI , EM.18185 ,"155,964.31","155,128.52","181,892.43","180,784.94","180,684.00","180,323.00","180,174.00","180,029.00","179,863.00","179,863.00","179,863.00","179,826.00","2,114,395.21"
147,Arusha,Karatu DC, AFRICAN GALLERIA , EM.17688 ,"152,855.39","152,036.26","175,305.80","175,245.57","175,147.00","174,798.00","174,654.00","174,513.00","174,352.00","174,352.00","174,352.00","174,316.00","2,051,927.02"
148,Arusha,Karatu DC, AKKO , EM.12387 ,"162,182.16","161,313.05","154,532.57","155,605.98","155,519.00","155,208.00","155,080.00","154,955.00","154,812.00","154,812.00","154,812.00","154,781.00","1,873,612.76"
149,Arusha,Karatu DC, ANTSA , EM.14576 ,"316,592.01","314,895.44","340,478.32","339,412.40","339,222.00","338,545.00","338,266.00","337,993.00","337,681.00","337,681.00","337,681.00","337,612.00","4,016,059.17"
150,Arusha,Karatu DC, ASKOFU HHANDO , EM.14978 ,"121,766.16","121,113.63","109,946.12","109,276.69","109,215.00","108,997.00","108,908.00","108,820.00","108,719.00","108,719.00","108,719.00","108,697.00","1,332,896.61"
151,Arusha,Karatu DC, ASLIN , EM.14577 ,"192,753.24","191,720.30","182,905.76","182,799.26","182,697.00","182,332.00","182,182.00","182,035.00","181,867.00","181,867.00","181,867.00","181,830.00","2,206,855.56"
152,Arusha,Karatu DC, ASLIN GONGALI , EM.14979 ,"147,673.85","146,882.49","151,492.58","150,570.19","150,486.00","150,185.00","150,062.00","149,941.00","149,802.00","149,802.00","149,802.00","149,772.00","1,796,471.11"
153,Arusha,Karatu DC, AYALABE , EM.4588 ,"195,344.01","194,297.19","185,439.08","184,813.58","184,710.00","184,341.00","184,189.00","184,041.00","183,871.00","183,871.00","183,871.00","183,833.00","2,232,620.85"
154,Arusha,Karatu DC, AYALALIYO , EM.10029 ,"319,182.78","317,472.33","324,771.73","324,305.02","324,123.00","323,476.00","323,210.00","322,949.00","322,651.00","322,651.00","322,651.00","322,585.00","3,870,027.86"
155,Arusha,Karatu DC, AYATSERE , EM.15928 ,"101,040.00","100,498.55","93,732.87","93,665.74","93,613.00","93,426.00","93,349.00","93,274.00","93,188.00","93,188.00","93,188.00","93,169.00","1,135,332.16"
156,Arusha,Karatu DC, BARAKTA , EM.8428 ,"280,839.40","279,334.42","258,905.39","259,343.30","259,198.00","258,681.00","258,467.00","258,259.00","258,020.00","258,020.00","258,020.00","257,968.00","3,145,055.50"
157,Arusha,Karatu DC, BARAY KHUSUMAY , EM.10030 ,"412,968.63","410,755.59","389,624.74","387,252.42","387,035.00","386,263.00","385,944.00","385,633.00","385,277.00","385,277.00","385,277.00","385,198.00","4,686,505.39"
158,Arusha,Karatu DC, BASHAY , EM.2601 ,"559,606.18","556,607.33","557,330.58","553,937.15","553,627.00","552,522.00","552,066.00","551,621.00","551,112.00","551,112.00","551,112.00","550,999.00","6,641,652.23"
159,Arusha,Karatu DC, BASSODAWISH , EM.2859 ,"321,773.55","320,049.21","347,064.95","350,491.14","350,295.00","349,596.00","349,307.00","349,026.00","348,703.00","348,703.00","348,703.00","348,632.00","4,132,343.86"
160,Arusha,Karatu DC, BONDE LA FARU , EM.12388 ,"84,977.23","84,521.85","85,119.58","85,608.47","85,560.00","85,390.00","85,319.00","85,251.00","85,172.00","85,172.00","85,172.00","85,154.00","1,022,417.14"
161,Arusha,Karatu DC, BUGER , EM.994 ,"308,819.71","307,164.78","289,811.90","288,047.32","287,886.00","287,311.00","287,074.00","286,843.00","286,578.00","286,578.00","286,578.00","286,519.00","3,489,210.71"
162,Arusha,Karatu DC, BWAWANI , EM.8429 ,"749,250.49","745,235.37","734,663.04","726,664.82","726,257.00","724,808.00","724,211.00","723,627.00","722,958.00","722,958.00","722,958.00","722,811.00","8,746,401.72"
163,Arusha,Karatu DC, CHANGARAWE , EM.5793 ,"223,842.47","222,642.93","222,425.57","222,078.44","221,954.00","221,511.00","221,328.00","221,150.00","220,946.00","220,946.00","220,946.00","220,901.00","2,660,671.41"
164,Arusha,Karatu DC, CHEMCHEM , EM.9334 ,"205,707.09","204,604.73","203,172.33","201,935.27","201,822.00","201,419.00","201,253.00","201,091.00","200,905.00","200,905.00","200,905.00","200,864.00","2,424,583.41"
165,Arusha,Karatu DC, DIRANGW , EM.10268 ,"162,700.31","161,828.43","154,532.57","153,591.66","153,506.00","153,199.00","153,073.00","152,949.00","152,808.00","152,808.00","152,808.00","152,777.00","1,856,580.97"
166,Arusha,Karatu DC, DUMBECHAND , EM.7609 ,"338,354.48","336,541.28","315,145.11","313,226.28","313,051.00","312,426.00","312,168.00","311,917.00","311,629.00","311,629.00","311,629.00","311,565.00","3,799,281.15"
167,Arusha,Karatu DC, DUUMA , EM.13040 ,"173,063.39","172,135.97","168,719.17","169,202.62","169,108.00","168,770.00","168,631.00","168,495.00","168,340.00","168,340.00","168,340.00","168,305.00","2,031,450.15"
168,Arusha,Karatu DC, ENDABASH , EM.658 ,"387,579.09","385,502.11","394,184.72","391,784.64","391,565.00","390,784.00","390,461.00","390,147.00","389,786.00","389,786.00","389,786.00","389,707.00","4,681,072.56"
169,Arusha,Karatu DC, ENDABASH LAJA , EM.10412 ,"312,964.94","311,287.80","301,971.84","300,133.22","299,965.00","299,366.00","299,120.00","298,878.00","298,602.00","298,602.00","298,602.00","298,541.00","3,618,033.80"
170,Arusha,Karatu DC, ENDABASH MANGISA , EM.10413 ,"188,089.85","187,081.91","182,399.10","181,288.52","181,187.00","180,825.00","180,676.00","180,531.00","180,364.00","180,364.00","180,364.00","180,327.00","2,183,497.38"
171,Arusha,Karatu DC, ENDAGESH , EM.12389 ,"237,314.47","236,042.74","238,132.16","236,682.24","236,550.00","236,078.00","235,883.00","235,693.00","235,475.00","235,475.00","235,475.00","235,427.00","2,834,227.60"
172,Arusha,Karatu DC, ENDALLAH , EM.1771 ,"357,008.02","355,094.86","369,358.17","369,627.15","369,420.00","368,683.00","368,379.00","368,082.00","367,742.00","367,742.00","367,742.00","367,667.00","4,396,545.20"
173,Arusha,Karatu DC, ENDAMAGHANG , EM.3410 ,"519,190.18","516,407.91","649,543.46","654,149.41","653,783.00","652,478.00","651,940.00","651,414.00","650,813.00","650,813.00","650,813.00","650,680.00","7,552,024.95"
174,Arusha,Karatu DC, ENDAMARARIEK , EM.1175 ,"454,420.94","451,985.77","442,824.48","440,128.24","439,881.00","439,004.00","438,642.00","438,288.00","437,883.00","437,883.00","437,883.00","437,794.00","5,296,617.43"
175,Arusha,Karatu DC, ENDASHANGWET , EM.3024 ,"274,621.55","273,149.89","281,705.27","280,493.63","280,336.00","279,777.00","279,546.00","279,321.00","279,063.00","279,063.00","279,063.00","279,006.00","3,345,145.34"
176,Arusha,Karatu DC, ENDESH , EM.14578 ,"112,439.39","111,836.84","121,599.40","121,866.17","121,798.00","121,555.00","121,455.00","121,357.00","121,245.00","121,245.00","121,245.00","121,220.00","1,438,861.80"
177,Arusha,Karatu DC, ENDONYAWET , EM.6952 ,"408,823.40","406,632.58","396,211.38","394,302.53","394,081.00","393,295.00","392,971.00","392,654.00","392,291.00","392,291.00","392,291.00","392,211.00","4,748,054.89"
178,Arusha,Karatu DC, ENDORO , EM.13516 ,"451,830.17","449,408.88","427,624.55","428,042.34","427,802.00","426,949.00","426,597.00","426,253.00","425,859.00","425,859.00","425,859.00","425,772.00","5,167,855.95"
179,Arusha,Karatu DC, EYASI , EM.9580 ,"426,958.79","424,670.78","410,904.64","413,438.54","413,207.00","412,382.00","412,042.00","411,710.00","411,330.00","411,330.00","411,330.00","411,246.00","4,970,549.74"
180,Arusha,Karatu DC, GAMDI , EM.12390 ,"239,387.09","238,104.25","246,745.45","245,243.08","245,106.00","244,616.00","244,415.00","244,218.00","243,992.00","243,992.00","243,992.00","243,942.00","2,923,752.86"
181,Arusha,Karatu DC, GANAKO , EM.15929 ,"368,407.40","366,433.16","375,438.14","376,173.68","375,963.00","375,213.00","374,903.00","374,601.00","374,255.00","374,255.00","374,255.00","374,178.00","4,484,075.38"
182,Arusha,Karatu DC, GEER , EM.13890 ,"141,974.16","141,213.34","145,412.61","145,030.82","144,949.00","144,660.00","144,541.00","144,424.00","144,291.00","144,291.00","144,291.00","144,262.00","1,729,339.93"
183,Arusha,Karatu DC, GENDAA , EM.8430 ,"300,529.24","298,918.75","282,718.60","280,997.21","280,840.00","280,279.00","280,048.00","279,822.00","279,564.00","279,564.00","279,564.00","279,507.00","3,402,351.80"
184,Arusha,Karatu DC, GETAMOCK , EM.6953 ,"370,998.17","369,010.04","367,838.18","367,109.25","366,903.00","366,171.00","365,869.00","365,574.00","365,237.00","365,237.00","365,237.00","365,162.00","4,400,345.65"
185,Arusha,Karatu DC, GHETIGHI , EM.3412 ,"260,631.40","259,234.71","250,292.10","255,314.67","255,172.00","254,662.00","254,452.00","254,247.00","254,012.00","254,012.00","254,012.00","253,960.00","3,060,001.87"
186,Arusha,Karatu DC, GIDAMILANDA , EM.14321 ,"118,657.24","118,021.37","110,452.79","109,780.27","109,719.00","109,500.00","109,409.00","109,321.00","109,220.00","109,220.00","109,220.00","109,198.00","1,331,718.66"
187,Arusha,Karatu DC, GIDBASSO , EM.10717 ,"272,548.93","271,088.38","279,678.62","277,975.73","277,820.00","277,266.00","277,037.00","276,814.00","276,558.00","276,558.00","276,558.00","276,501.00","3,316,403.67"
188,Arusha,Karatu DC, GILALA , EM.10718 ,"156,482.47","155,643.90","147,945.94","147,045.13","146,963.00","146,669.00","146,548.00","146,430.00","146,295.00","146,295.00","146,295.00","146,265.00","1,778,877.44"
189,Arusha,Karatu DC, GONGALI , EM.4589 ,"300,529.24","298,918.75","298,425.19","296,608.16","296,442.00","295,850.00","295,606.00","295,368.00","295,095.00","295,095.00","295,095.00","295,035.00","3,558,067.35"
190,Arusha,Karatu DC, GYEKRUM ARUSHA , EM.11570 ,"579,814.18","576,707.04","535,544.02","533,290.40","532,991.00","531,928.00","531,489.00","531,061.00","530,570.00","530,570.00","530,570.00","530,462.00","6,474,996.63"
191,Arusha,Karatu DC, GYEKRUM LAMBO , EM.3411 ,"420,222.79","417,970.87","430,664.54","428,042.34","427,802.00","426,949.00","426,597.00","426,253.00","425,859.00","425,859.00","425,859.00","425,772.00","5,107,850.54"
192,Arusha,Karatu DC, HARAA , EM.12391 ,"142,492.31","141,728.72","144,905.95","144,023.66","143,943.00","143,656.00","143,537.00","143,421.00","143,289.00","143,289.00","143,289.00","143,260.00","1,720,834.64"
193,Arusha,Karatu DC, HAREABI , EM.12392 ,"135,756.31","135,028.81","128,692.70","128,412.70","128,341.00","128,085.00","127,979.00","127,876.00","127,758.00","127,758.00","127,758.00","127,732.00","1,551,177.53"
194,Arusha,Karatu DC, HAYDESH , EM.11088 ,"232,132.93","230,888.97","225,465.55","224,092.75","223,967.00","223,520.00","223,336.00","223,156.00","222,950.00","222,950.00","222,950.00","222,904.00","2,698,313.21"
195,Arusha,Karatu DC, HAYMU , EM.14579 ,"279,803.09","278,303.66","284,238.60","282,507.94","282,350.00","281,786.00","281,554.00","281,327.00","281,067.00","281,067.00","281,067.00","281,009.00","3,376,080.29"
196,Arusha,Karatu DC, JUHUDI , EM.13891 ,"127,465.85","126,782.78","128,186.03","127,405.54","127,334.00","127,080.00","126,975.00","126,873.00","126,756.00","126,756.00","126,756.00","126,730.00","1,525,100.21"
197,Arusha,Karatu DC, KAINAM RHOTIA , EM.5794 ,"261,149.55","259,750.09","264,478.69","264,882.67","264,734.00","264,206.00","263,988.00","263,775.00","263,532.00","263,532.00","263,532.00","263,478.00","3,161,038.00"
198,Arusha,Karatu DC, KAMBI YA FARU , EM.8202 ,"228,505.86","227,281.33","212,798.95","211,503.27","211,385.00","210,963.00","210,789.00","210,619.00","210,424.00","210,424.00","210,424.00","210,381.00","2,565,498.40"
199,Arusha,Karatu DC, KAMBI YA NYOKA , EM.2102 ,"148,710.16","147,913.24","139,839.31","138,987.87","138,910.00","138,633.00","138,518.00","138,407.00","138,279.00","138,279.00","138,279.00","138,251.00","1,683,006.58"
200,Arusha,Karatu DC, KAMBI YA SIMBA , EM.9581 ,"404,678.17","402,509.56","408,877.98","406,892.01","406,664.00","405,852.00","405,518.00","405,191.00","404,817.00","404,817.00","404,817.00","404,734.00","4,865,367.72"
201,Arusha,Karatu DC, KANSAY , EM.807 ,"129,538.47","128,844.29","128,692.70","127,909.12","127,837.00","127,582.00","127,477.00","127,374.00","127,257.00","127,257.00","127,257.00","127,231.00","1,534,256.58"
202,Arusha,Karatu DC, KARATU , EM.737 ,"290,684.32","289,126.58","298,425.19","296,608.16","296,442.00","295,850.00","295,606.00","295,368.00","295,095.00","295,095.00","295,095.00","295,035.00","3,538,430.26"
203,Arusha,Karatu DC, KIBAONI , EM.9050 ,"389,133.56","387,048.24","365,811.53","363,584.20","363,380.00","362,655.00","362,356.00","362,064.00","361,730.00","361,730.00","361,730.00","361,656.00","4,402,878.52"
204,Arusha,Karatu DC, KILIMAMOJA , EM.2451 ,"190,162.47","189,143.42","170,745.82","169,706.20","169,611.00","169,273.00","169,133.00","168,997.00","168,841.00","168,841.00","168,841.00","168,806.00","2,072,100.91"
205,Arusha,Karatu DC, KILIMATEMBO , EM.5795 ,"252,340.93","250,988.67","244,212.13","243,732.34","243,596.00","243,110.00","242,909.00","242,713.00","242,489.00","242,489.00","242,489.00","242,440.00","2,933,509.08"
206,Arusha,Karatu DC, KINIHHE , EM.11089 ,"297,938.47","296,341.86","311,598.46","309,701.22","309,528.00","308,910.00","308,655.00","308,406.00","308,121.00","308,121.00","308,121.00","308,059.00","3,683,501.02"
207,Arusha,Karatu DC, KISIMANGEDA , EM.15930 ,"238,868.93","237,588.87","217,358.93","216,035.49","215,914.00","215,484.00","215,306.00","215,132.00","214,934.00","214,934.00","214,934.00","214,890.00","2,631,380.21"
208,Arusha,Karatu DC, KITETE KCU , EM.2533 ,"244,050.47","242,742.64","259,918.72","259,343.30","259,198.00","258,681.00","258,467.00","258,259.00","258,020.00","258,020.00","258,020.00","257,968.00","3,072,688.13"
209,Arusha,Karatu DC, KITETE WS , EM.1458 ,"216,588.32","215,427.65","204,692.32","203,446.01","203,332.00","202,926.00","202,759.00","202,595.00","202,408.00","202,408.00","202,408.00","202,367.00","2,461,357.30"
