S/N,REGION,COUNCIL,SCHOOL NAME,Reg#," July, 2022 "," Augut, 2022 "," September, 2022 "," October, 2022 "," November, 2022 "," December, 2022 "," January, 2023 "," February, 2023 "," March, 2023 "," April, 2023 "," May, 2023 "," June, 2023 ", TOTAL 
2896,Geita,Mbogwe DC, MUBAMBA , EM.5935 ,"339,908.94","338,087.41","313,118.45","311,211.96","311,037.00","310,417.00","310,161.00","309,911.00","309,625.00","309,625.00","309,625.00","309,561.00","3,782,288.76"
2897,Geita,Mbogwe DC, MUGELELE , EM.8628 ,"360,116.94","358,187.12","374,424.82","372,145.05","371,936.00","371,194.00","370,888.00","370,589.00","370,247.00","370,247.00","370,247.00","370,171.00","4,430,392.92"
2898,Geita,Mbogwe DC, MUUNGANO , EM.15265 ,"666,345.88","662,775.02","669,810.02","665,731.73","665,358.00","664,031.00","663,483.00","662,948.00","662,336.00","662,336.00","662,336.00","662,201.00","7,969,691.65"
2899,Geita,Mbogwe DC, MWABUKWALULE , EM.7680 ,"300,529.24","298,918.75","286,771.92","285,529.42","285,369.00","284,800.00","284,565.00","284,336.00","284,073.00","284,073.00","284,073.00","284,015.00","3,447,053.33"
2900,Geita,Mbogwe DC, MWAGIMAGI , EM.8831 ,"227,987.70","226,765.95","219,892.25","218,553.38","218,431.00","217,995.00","217,815.00","217,640.00","217,439.00","217,439.00","217,439.00","217,394.00","2,634,791.28"
2901,Geita,Mbogwe DC, MWANZA , EM.7681 ,"292,756.94","291,188.09","287,785.24","286,033.00","285,873.00","285,302.00","285,067.00","284,837.00","284,574.00","284,574.00","284,574.00","284,516.00","3,437,080.27"
2902,Geita,Mbogwe DC, MWINGILO , EM.8978 ,"400,532.94","398,386.54","421,544.58","419,985.07","419,750.00","418,912.00","418,567.00","418,229.00","417,843.00","417,843.00","417,843.00","417,757.00","4,987,193.14"
2903,Geita,Mbogwe DC, NANDA , EM.7682 ,"601,058.49","597,837.50","692,103.25","691,414.27","691,027.00","689,648.00","689,079.00","688,523.00","687,887.00","687,887.00","687,887.00","687,747.00","8,092,098.51"
2904,Geita,Mbogwe DC, NGEMO , EM.8629 ,"917,650.50","912,732.94","927,702.08","923,564.30","923,046.00","921,205.00","920,445.00","919,703.00","918,853.00","918,853.00","918,853.00","918,666.00","11,041,273.82"
2905,Geita,Mbogwe DC, NGEZI , EM.8832 ,"127,984.01","127,298.16","129,706.03","128,916.28","128,844.00","128,587.00","128,481.00","128,377.00","128,259.00","128,259.00","128,259.00","128,232.00","1,541,202.47"
2906,Geita,Mbogwe DC, NHOMOLWA , EM.9244 ,"279,284.94","277,788.29","320,718.42","320,276.39","320,097.00","319,458.00","319,195.00","318,937.00","318,643.00","318,643.00","318,643.00","318,578.00","3,750,262.02"
2907,Geita,Mbogwe DC, NHUNGWIZA , EM.8763 ,"224,360.63","223,158.31","241,678.81","240,207.29","240,073.00","239,594.00","239,396.00","239,203.00","238,982.00","238,982.00","238,982.00","238,933.00","2,843,550.03"
2908,Geita,Mbogwe DC, NSANGO , EM.3775 ,"398,460.33","396,325.03","401,278.02","398,834.75","398,611.00","397,816.00","397,488.00","397,167.00","396,800.00","396,800.00","396,800.00","396,719.00","4,773,099.12"
2909,Geita,Mbogwe DC, NYAKAFULU , EM.8833 ,"439,394.48","437,039.83","474,744.32","473,364.47","473,099.00","472,155.00","471,766.00","471,385.00","470,950.00","470,950.00","470,950.00","470,854.00","5,596,652.10"
2910,Geita,Mbogwe DC, NYAKASALUMA , EM.8687 ,"376,179.71","374,163.81","390,638.07","389,770.32","389,552.00","388,774.00","388,454.00","388,141.00","387,782.00","387,782.00","387,782.00","387,703.00","4,636,721.91"
2911,Geita,Mbogwe DC, NYAMBUBI , EM.5936 ,"297,420.32","295,826.49","317,678.43","316,247.75","316,070.00","315,440.00","315,180.00","314,926.00","314,635.00","314,635.00","314,635.00","314,570.00","3,747,263.99"
2912,Geita,Mbogwe DC, NYAMIMBI , EM.9597 ,"292,756.94","291,188.09","371,384.83","369,123.57","368,917.00","368,180.00","367,877.00","367,580.00","367,241.00","367,241.00","367,241.00","367,166.00","4,265,896.43"
2913,Geita,Mbogwe DC, NYANGHOLONGO , EM.7683 ,"465,820.33","463,324.06","482,344.28","479,407.42","479,139.00","478,183.00","477,788.00","477,403.00","476,962.00","476,962.00","476,962.00","476,865.00","5,711,160.09"
2914,Geita,Mbogwe DC, NYANGHWALE , EM.8764 ,"302,083.71","300,464.88","302,985.17","304,665.43","304,495.00","303,887.00","303,636.00","303,392.00","303,111.00","303,111.00","303,111.00","303,049.00","3,637,991.19"
2915,Geita,Mbogwe DC, NYANHWIGA , EM.9245 ,"553,388.33","550,422.80","495,517.55","492,500.48","492,224.00","491,242.00","490,837.00","490,441.00","489,988.00","489,988.00","489,988.00","489,888.00","6,016,425.17"
2916,Geita,Mbogwe DC, NYASATO , EM.3449 ,"331,618.48","329,841.38","330,345.03","328,333.65","328,150.00","327,495.00","327,225.00","326,961.00","326,659.00","326,659.00","326,659.00","326,592.00","3,936,538.54"
2917,Geita,Mbogwe DC, NYASHIMBA , EM.8630 ,"415,041.25","412,817.10","423,064.58","421,495.81","421,259.00","420,419.00","420,072.00","419,734.00","419,346.00","419,346.00","419,346.00","419,260.00","5,031,200.74"
2918,Geita,Mbogwe DC, NYASHINGE , EM.8076 ,"584,477.56","581,345.43","577,090.48","575,591.05","575,268.00","574,120.00","573,647.00","573,184.00","572,655.00","572,655.00","572,655.00","572,538.00","6,905,226.53"
2919,Geita,Mbogwe DC, NYERERE , EM.11237 ,"1,336,836.98","1,329,673.06","1,323,406.79","1,315,348.93","1,314,611.00","1,311,988.00","1,310,906.00","1,309,849.00","1,308,640.00","1,308,640.00","1,308,640.00","1,308,372.00","15,786,911.77"
2920,Geita,Mbogwe DC, NYIKONGA , EM.15988 ,"382,397.56","380,348.34","393,171.39","392,288.22","392,068.00","391,286.00","390,963.00","390,648.00","390,287.00","390,287.00","390,287.00","390,207.00","4,674,238.50"
2921,Geita,Mbogwe DC, NYITUNDU , EM.11698 ,"304,674.47","303,041.77","294,878.54","293,083.11","292,919.00","292,334.00","292,093.00","291,858.00","291,588.00","291,588.00","291,588.00","291,529.00","3,531,174.89"
2922,Geita,Mbogwe DC, SHENDA , EM.5937 ,"463,747.71","461,262.55","461,571.05","458,760.67","458,503.00","457,589.00","457,211.00","456,843.00","456,421.00","456,421.00","456,421.00","456,327.00","5,501,077.99"
2923,Geita,Mbogwe DC, SONGAMBELE , EM.16739 ,"230,060.32","228,827.46","202,159.00","200,928.11","200,815.00","200,415.00","200,249.00","200,088.00","199,903.00","199,903.00","199,903.00","199,862.00","2,463,112.89"
2924,Geita,Mbogwe DC, UHURU , EM.15266 ,"1,321,292.37","1,314,211.75","1,603,592.08","1,593,828.24","1,592,935.00","1,589,756.00","1,588,445.00","1,587,164.00","1,585,698.00","1,585,698.00","1,585,698.00","1,585,374.00","18,533,692.43"
2925,Geita,Mbogwe DC, USHETU , EM.8077 ,"256,486.17","255,111.69","221,412.24","220,064.12","219,941.00","219,502.00","219,321.00","219,144.00","218,942.00","218,942.00","218,942.00","218,897.00","2,706,705.22"
2926,Geita,Nyanghwale DC, ALBERT MNALI , EM.14361 ,"302,601.86","300,980.26","316,158.44","314,233.44","314,057.00","313,431.00","313,172.00","312,920.00","312,631.00","312,631.00","312,631.00","312,567.00","3,738,013.99"
2927,Geita,Nyanghwale DC, BEYA , EM.17063 ,"206,743.39","205,635.48","238,132.16","236,682.24","236,550.00","236,078.00","235,883.00","235,693.00","235,475.00","235,475.00","235,475.00","235,427.00","2,773,249.27"
2928,Geita,Nyanghwale DC, BUJULA , EM.5938 ,"300,529.24","298,918.75","302,478.51","300,636.80","300,468.00","299,869.00","299,621.00","299,380.00","299,103.00","299,103.00","299,103.00","299,042.00","3,598,252.30"
2929,Geita,Nyanghwale DC, BUKULU , EM.15989 ,"222,288.01","221,096.80","207,732.31","206,467.48","206,352.00","205,940.00","205,770.00","205,604.00","205,414.00","205,414.00","205,414.00","205,372.00","2,502,864.60"
2930,Geita,Nyanghwale DC, BUKUNGU , EM.5939 ,"441,985.25","439,616.71","442,824.48","440,128.24","439,881.00","439,004.00","438,642.00","438,288.00","437,883.00","437,883.00","437,883.00","437,794.00","5,271,812.68"
2931,Geita,Nyanghwale DC, BUKWIMBA , EM.4681 ,"522,817.25","520,015.55","532,504.04","529,261.76","528,965.00","527,909.00","527,474.00","527,049.00","526,562.00","526,562.00","526,562.00","526,455.00","6,322,136.60"
2932,Geita,Nyanghwale DC, BULANGALE , EM.4682 ,"440,430.79","438,070.58","429,144.55","426,531.60","426,292.00","425,442.00","425,091.00","424,748.00","424,356.00","424,356.00","424,356.00","424,269.00","5,133,087.52"
2933,Geita,Nyanghwale DC, BULULU , EM.10139 ,"296,902.17","295,311.11","322,238.41","320,276.39","320,097.00","319,458.00","319,195.00","318,937.00","318,643.00","318,643.00","318,643.00","318,578.00","3,786,922.07"
2934,Geita,Nyanghwale DC, BUMANDA , EM.3450 ,"548,206.79","545,269.03","546,183.97","542,858.40","542,554.00","541,471.00","541,025.00","540,589.00","540,089.00","540,089.00","540,089.00","539,979.00","6,508,403.19"
2935,Geita,Nyanghwale DC, BUPAMBA , EM.7684 ,"934,231.43","929,225.01","789,382.77","785,080.01","784,640.00","783,074.00","782,428.00","781,798.00","781,075.00","781,075.00","781,075.00","780,916.00","9,694,000.21"
2936,Geita,Nyanghwale DC, BUSENGWA , EM.18726 ,,,,,"293,422.00","292,837.00","292,595.00","292,359.00","292,089.00","292,089.00","292,089.00","292,029.00","2,339,509.00"
2937,Geita,Nyanghwale DC, BUSOLWA , EM.2612 ,"947,185.27","942,109.44","669,303.36","670,767.53","670,391.00","669,054.00","668,502.00","667,963.00","667,346.00","667,346.00","667,346.00","667,210.00","8,574,523.60"
2938,Geita,Nyanghwale DC, GULUMBAI , EM.15026 ,"323,328.01","321,595.34","316,158.44","314,233.44","314,057.00","313,431.00","313,172.00","312,920.00","312,631.00","312,631.00","312,631.00","312,567.00","3,779,355.23"
2939,Geita,Nyanghwale DC, HUSSEIN NASSOR , EM.15267 ,"305,710.78","304,072.52","311,091.80","309,197.64","309,024.00","308,408.00","308,153.00","307,905.00","307,620.00","307,620.00","307,620.00","307,558.00","3,693,980.74"
2940,Geita,Nyanghwale DC, IBAMBILA , EM.5940 ,"400,532.94","398,386.54","443,837.81","441,135.40","440,888.00","440,008.00","439,645.00","439,291.00","438,885.00","438,885.00","438,885.00","438,796.00","5,199,175.69"
2941,Geita,Nyanghwale DC, IFUGANDI , EM.7019 ,"592,768.03","589,591.47","595,837.06","592,209.17","591,877.00","590,696.00","590,209.00","589,733.00","589,188.00","589,188.00","589,188.00","589,068.00","7,089,552.71"
2942,Geita,Nyanghwale DC, IGEKA , EM.19177 ,,,,,"102,673.00","102,468.00","102,383.00","102,301.00","102,206.00","102,206.00","102,206.00","102,185.00","818,628.00"
2943,Geita,Nyanghwale DC, IHUSHI , EM.7685 ,"351,826.48","349,941.09","328,318.38","326,319.34","326,136.00","325,486.00","325,217.00","324,955.00","324,655.00","324,655.00","324,655.00","324,589.00","3,956,753.28"
2944,Geita,Nyanghwale DC, IKANGALA , EM.5941 ,"277,730.47","276,242.16","287,278.58","285,529.42","285,369.00","284,800.00","284,565.00","284,336.00","284,073.00","284,073.00","284,073.00","284,015.00","3,402,084.63"
2945,Geita,Nyanghwale DC, IPARANGOMBE , EM.19179 ,"147,673.85","146,882.49","131,732.68","130,930.60","130,857.00","130,596.00","130,488.00","130,383.00","130,263.00","130,263.00","130,263.00","130,236.00","1,600,568.62"
2946,Geita,Nyanghwale DC, ISENI , EM.19472 ,,,,,"141,930.00","141,647.00","141,530.00","141,416.00","141,285.00","141,285.00","141,285.00","141,256.00","1,131,634.00"
2947,Geita,Nyanghwale DC, ISOLABUPINA , EM.15990 ,"305,192.63","303,557.14","273,598.65","271,932.78","271,780.00","271,238.00","271,014.00","270,796.00","270,546.00","270,546.00","270,546.00","270,490.00","3,321,237.20"
2948,Geita,Nyanghwale DC, ISONDA , EM.5942 ,"403,123.71","400,963.43","441,811.15","439,121.08","438,875.00","437,999.00","437,638.00","437,285.00","436,881.00","436,881.00","436,881.00","436,792.00","5,184,251.37"
2949,Geita,Nyanghwale DC, ITETEMIA , EM.1715 ,"569,451.10","566,399.49","471,704.34","468,832.26","468,569.00","467,634.00","467,249.00","466,872.00","466,441.00","466,441.00","466,441.00","466,346.00","5,812,380.19"
2950,Geita,Nyanghwale DC, IYENZE , EM.9147 ,"240,423.40","239,135.00","236,612.16","238,696.55","238,563.00","238,087.00","237,890.00","237,699.00","237,479.00","237,479.00","237,479.00","237,430.00","2,856,973.11"
2951,Geita,Nyanghwale DC, IYOGELO , EM.15991 ,"268,403.70","266,965.37","237,118.83","235,675.08","235,543.00","235,073.00","234,879.00","234,690.00","234,473.00","234,473.00","234,473.00","234,425.00","2,886,191.98"
2952,Geita,Nyanghwale DC, IZUNYA , EM.4683 ,"451,830.17","449,408.88","478,290.97","475,378.79","475,112.00","474,164.00","473,773.00","473,391.00","472,954.00","472,954.00","472,954.00","472,857.00","5,643,067.81"
2953,Geita,Nyanghwale DC, KABOHA , EM.5943 ,"359,598.78","357,671.75","395,198.05","392,791.79","392,572.00","391,788.00","391,465.00","391,150.00","390,788.00","390,788.00","390,788.00","390,708.00","4,635,307.37"
2954,Geita,Nyanghwale DC, KAFITA , EM.4684 ,"389,651.71","387,563.62","372,398.16","370,130.73","369,923.00","369,185.00","368,881.00","368,583.00","368,243.00","368,243.00","368,243.00","368,168.00","4,469,213.22"
2955,Geita,Nyanghwale DC, KAKORA , EM.822 ,"658,055.41","654,528.99","685,009.95","680,839.11","680,457.00","679,100.00","678,540.00","677,993.00","677,366.00","677,366.00","677,366.00","677,228.00","8,103,849.46"
2956,Geita,Nyanghwale DC, KANEGELE , EM.15027 ,"419,186.48","416,940.12","438,771.17","436,099.61","435,855.00","434,985.00","434,627.00","434,276.00","433,875.00","433,875.00","433,875.00","433,786.00","5,186,151.37"
2957,Geita,Nyanghwale DC, KASUBUYA , EM.3451 ,"439,394.48","437,039.83","438,771.17","436,099.61","435,855.00","434,985.00","434,627.00","434,276.00","433,875.00","433,875.00","433,875.00","433,786.00","5,226,459.08"
2958,Geita,Nyanghwale DC, KAYENZE , EM.1583 ,"430,067.71","427,763.04","439,784.49","437,106.77","436,862.00","435,990.00","435,630.00","435,279.00","434,877.00","434,877.00","434,877.00","434,788.00","5,217,902.01"
2959,Geita,Nyanghwale DC, KHARUMWA , EM.478 ,"865,316.96","860,679.85","702,743.19","698,464.38","698,073.00","696,680.00","696,105.00","695,544.00","694,902.00","694,902.00","694,902.00","694,760.00","8,693,072.39"
2960,Geita,Nyanghwale DC, KIKWETE , EM.15992 ,"269,440.01","267,996.12","262,958.70","261,357.62","261,211.00","260,690.00","260,475.00","260,265.00","260,024.00","260,024.00","260,024.00","259,971.00","3,144,436.45"
2961,Geita,Nyanghwale DC, KITONGO , EM.1777 ,"450,275.71","447,862.75","422,557.91","419,985.07","419,750.00","418,912.00","418,567.00","418,229.00","417,843.00","417,843.00","417,843.00","417,757.00","5,087,425.44"
2962,Geita,Nyanghwale DC, KONA , EM.11699 ,"328,509.55","326,749.12","342,504.97","340,419.56","340,229.00","339,550.00","339,270.00","338,996.00","338,683.00","338,683.00","338,683.00","338,614.00","4,050,891.20"
2963,Geita,Nyanghwale DC, LUBANDO , EM.7686 ,"359,598.78","357,671.75","375,944.81","373,655.78","373,446.00","372,701.00","372,394.00","372,094.00","371,750.00","371,750.00","371,750.00","371,674.00","4,444,430.12"
2964,Geita,Nyanghwale DC, LUSHIMBA , EM.5944 ,"520,744.64","517,954.04","492,984.23","489,982.58","489,708.00","488,731.00","488,328.00","487,934.00","487,483.00","487,483.00","487,483.00","487,384.00","5,926,199.49"
2965,Geita,Nyanghwale DC, LYULU , EM.5945 ,"414,523.10","412,301.72","317,678.43","315,744.17","315,567.00","314,937.00","314,678.00","314,424.00","314,134.00","314,134.00","314,134.00","314,069.00","3,976,324.42"
2966,Geita,Nyanghwale DC, MABOGO , EM.1203 ,"383,433.86","381,379.09","369,864.84","367,612.83","367,407.00","366,674.00","366,371.00","366,076.00","365,738.00","365,738.00","365,738.00","365,663.00","4,431,695.63"
2967,Geita,Nyanghwale DC, MADULU , EM.18725 ,,,,,"289,396.00","288,818.00","288,580.00","288,347.00","288,081.00","288,081.00","288,081.00","288,022.00","2,307,406.00"
2968,Geita,Nyanghwale DC, MAGUFULI , EM.18724 ,,,,,"274,800.00","274,252.00","274,026.00","273,805.00","273,552.00","273,552.00","273,552.00","273,496.00","2,191,035.00"
2969,Geita,Nyanghwale DC, MHAMA , EM.5946 ,"402,087.40","399,932.67","368,851.51","366,605.67","366,400.00","365,669.00","365,367.00","365,073.00","364,736.00","364,736.00","364,736.00","364,661.00","4,458,855.26"
2970,Geita,Nyanghwale DC, MIMBILI , EM.5947 ,"680,854.18","677,205.58","732,129.72","727,671.98","727,264.00","725,813.00","725,214.00","724,630.00","723,960.00","723,960.00","723,960.00","723,812.00","8,616,474.46"
2971,Geita,Nyanghwale DC, MWAMAKILIGA , EM.8286 ,"311,410.48","309,741.67","349,091.61","350,994.72","350,798.00","350,098.00","349,809.00","349,527.00","349,204.00","349,204.00","349,204.00","349,133.00","4,118,215.47"
2972,Geita,Nyanghwale DC, MWINGIRO , EM.5948 ,"315,037.55","313,349.31","307,038.48","305,169.01","304,998.00","304,389.00","304,138.00","303,893.00","303,612.00","303,612.00","303,612.00","303,550.00","3,672,398.35"
2973,Geita,Nyanghwale DC, NGELELA , EM.15028 ,"286,539.09","285,003.57","291,331.89","289,558.05","289,396.00","288,818.00","288,580.00","288,347.00","288,081.00","288,081.00","288,081.00","288,022.00","3,459,838.60"
2974,Geita,Nyanghwale DC, NGWEJA , EM.5949 ,"312,964.94","311,287.80","314,638.45","312,722.70","312,547.00","311,924.00","311,666.00","311,415.00","311,128.00","311,128.00","311,128.00","311,064.00","3,743,613.88"
2975,Geita,Nyanghwale DC, NHWIGA , EM.3452 ,"525,926.18","523,107.81","592,290.41","588,684.11","588,354.00","587,180.00","586,696.00","586,223.00","585,681.00","585,681.00","585,681.00","585,562.00","6,921,066.51"
2976,Geita,Nyanghwale DC, NUNDU , EM.8359 ,"396,905.86","394,778.90","325,278.39","323,297.86","323,117.00","322,472.00","322,206.00","321,946.00","321,649.00","321,649.00","321,649.00","321,583.00","4,016,532.02"
2977,Geita,Nyanghwale DC, NYABULANDA , EM.5950 ,"624,893.57","621,544.85","460,051.06","457,249.93","456,994.00","456,082.00","455,706.00","455,338.00","454,918.00","454,918.00","454,918.00","454,825.00","5,807,438.41"
2978,Geita,Nyanghwale DC, NYAKASWI , EM.4685 ,"390,688.02","388,594.37","388,104.75","385,741.69","385,525.00","384,756.00","384,439.00","384,129.00","383,774.00","383,774.00","383,774.00","383,696.00","4,626,995.83"
2979,Geita,NYANGHWALE DC, NYAMAKALA , EM.17975 ,"94,304.00","93,798.64","197,092.36","195,892.32","195,782.00","195,392.00","195,231.00","195,073.00","194,893.00","194,893.00","194,893.00","194,853.00","2,142,097.32"
2980,Geita,Nyanghwale DC, NYAMGOGWA , EM.5951 ,"560,642.49","557,638.08","384,051.44","381,713.05","381,499.00","380,738.00","380,424.00","380,117.00","379,766.00","379,766.00","379,766.00","379,688.00","4,925,809.05"
2981,Geita,Nyanghwale DC, NYAMIKONZE , EM.8287 ,"559,088.02","556,091.95","558,850.57","555,447.88","555,136.00","554,029.00","553,572.00","553,126.00","552,615.00","552,615.00","552,615.00","552,502.00","6,655,688.43"
2982,Geita,Nyanghwale DC, NYAMTUKUZA , EM.5952 ,"397,424.02","395,294.28","410,397.97","407,899.17","407,670.00","406,857.00","406,522.00","406,194.00","405,819.00","405,819.00","405,819.00","405,736.00","4,861,451.44"
2983,Geita,Nyanghwale DC, NYANGALAMILA , EM.5953 ,"382,397.56","380,348.34","370,878.17","368,619.99","368,413.00","367,678.00","367,375.00","367,079.00","366,740.00","366,740.00","366,740.00","366,665.00","4,439,674.05"
2984,Geita,Nyanghwale DC, NYANGHOLONGO , EM.5954 ,"334,209.25","332,418.27","337,438.33","335,383.76","335,196.00","334,527.00","334,251.00","333,982.00","333,673.00","333,673.00","333,673.00","333,605.00","4,012,029.61"
2985,Geita,Nyanghwale DC, NYANGHWALE A , EM.1585 ,"433,694.79","431,370.68","433,704.52","431,063.82","430,822.00","429,962.00","429,608.00","429,262.00","428,865.00","428,865.00","428,865.00","428,777.00","5,164,859.81"
2986,Geita,Nyanghwale DC, NYANGHWALE B , EM.1584 ,"542,507.10","539,599.88","532,504.04","529,261.76","528,965.00","527,909.00","527,474.00","527,049.00","526,562.00","526,562.00","526,562.00","526,455.00","6,361,410.78"
2987,Geita,Nyanghwale DC, NYARUBELE , EM.4686 ,"405,714.48","403,540.31","376,451.47","374,159.36","373,950.00","373,203.00","372,896.00","372,595.00","372,251.00","372,251.00","372,251.00","372,175.00","4,541,437.63"
2988,Geita,Nyanghwale DC, NYARUGUGUNA , EM.7020 ,"402,605.56","400,448.05","393,171.39","390,777.48","390,558.00","389,779.00","389,458.00","389,144.00","388,784.00","388,784.00","388,784.00","388,705.00","4,700,998.47"
2989,Geita,Nyanghwale DC, NYASHILANGA , EM.19181 ,"157,518.78","156,674.66","196,079.03","194,885.16","194,776.00","194,387.00","194,227.00","194,070.00","193,891.00","193,891.00","193,891.00","193,851.00","2,258,141.62"
2990,Geita,Nyanghwale DC, NYIJUNDU , EM.2763 ,"1,022,317.58","1,016,839.13","682,983.29","678,824.79","678,444.00","677,090.00","676,532.00","675,987.00","675,362.00","675,362.00","675,362.00","675,224.00","8,810,327.80"
2991,Geita,Nyanghwale DC, SAMIA SULUHU , EM.19183 ,"157,518.78","156,674.66","182,399.10","181,288.52","181,187.00","180,825.00","180,676.00","180,531.00","180,364.00","180,364.00","180,364.00","180,327.00","2,122,519.05"
2992,Geita,Nyanghwale DC, SHABAKA , EM.2613 ,"573,596.33","570,522.51","537,570.68","534,297.56","533,998.00","532,932.00","532,493.00","532,064.00","531,572.00","531,572.00","531,572.00","531,464.00","6,473,654.08"
2993,Geita,Nyanghwale DC, SHIBALANGA , EM.8214 ,"490,691.71","488,062.17","588,237.09","588,180.53","587,851.00","586,678.00","586,194.00","585,721.00","585,180.00","585,180.00","585,180.00","585,061.00","6,842,216.51"
2994,Geita,Nyanghwale DC, SHIBUMBA , EM.2875 ,"346,126.78","344,271.94","356,184.91","354,016.19","353,818.00","353,112.00","352,821.00","352,536.00","352,210.00","352,210.00","352,210.00","352,138.00","4,221,654.82"
2995,Geita,Nyanghwale DC, SHIGUNGUMULI , EM.17064 ,"351,308.32","349,425.71","350,611.60","348,476.82","348,281.00","347,586.00","347,300.00","347,020.00","346,699.00","346,699.00","346,699.00","346,628.00","4,176,734.46"
2996,Geita,Nyanghwale DC, WAVU , EM.5955 ,"243,014.16","241,711.89","242,185.47","240,710.87","240,576.00","240,096.00","239,898.00","239,704.00","239,483.00","239,483.00","239,483.00","239,434.00","2,885,779.39"
2997,Geita,Nyanghwale DC, WENZULA , EM.19178 ,"217,624.62","216,458.41","156,559.23","155,605.98","155,519.00","155,208.00","155,080.00","154,955.00","154,812.00","154,812.00","154,812.00","154,781.00","1,986,227.24"
2998,Iringa,Iringa DC, BETRAMINO , EM.15550 ,"273,585.24","272,119.14","278,665.29","276,968.57","276,813.00","276,261.00","276,033.00","275,811.00","275,556.00","275,556.00","275,556.00","275,500.00","3,308,424.24"
2999,Iringa,Iringa DC, CHAMGOGO , EM.12477 ,"139,383.39","138,636.45","143,892.62","143,016.50","142,936.00","142,651.00","142,533.00","142,419.00","142,287.00","142,287.00","142,287.00","142,258.00","1,704,586.97"
3000,Iringa,Iringa DC, CHAMNDINDI , EM.4687 ,"311,928.63","310,257.05","292,851.89","291,068.79","290,906.00","290,325.00","290,086.00","289,852.00","289,584.00","289,584.00","289,584.00","289,525.00","3,525,552.35"
3001,Iringa,Iringa DC, HOLO , EM.13568 ,"203,116.32","202,027.84","196,585.70","195,388.74","195,279.00","194,890.00","194,729.00","194,572.00","194,392.00","194,392.00","194,392.00","194,352.00","2,354,116.60"
3002,Iringa,Iringa DC, IBOGO , EM.17065 ,"83,940.93","83,491.10","83,599.59","83,090.57","83,044.00","82,878.00","82,810.00","82,743.00","82,667.00","82,667.00","82,667.00","82,650.00","996,248.18"
3003,Iringa,Iringa DC, IBUMILA , EM.5956 ,"273,067.09","271,603.76","301,971.84","300,133.22","299,965.00","299,366.00","299,120.00","298,878.00","298,602.00","298,602.00","298,602.00","298,541.00","3,538,451.91"
3004,Iringa,Iringa DC, IDODI , EM.3776 ,"451,830.17","449,408.88","451,944.43","449,192.67","448,941.00","448,045.00","447,676.00","447,315.00","446,901.00","446,901.00","446,901.00","446,810.00","5,381,866.15"
3005,Iringa,Iringa DC, IFUNDA , EM.1471 ,"353,380.94","351,487.22","354,158.25","352,001.88","351,805.00","351,103.00","350,813.00","350,530.00","350,206.00","350,206.00","350,206.00","350,135.00","4,216,032.29"
3006,Iringa,Iringa DC, IGANGIDUNGU , EM.4091 ,"369,443.71","367,463.91","362,771.54","360,562.72","360,361.00","359,641.00","359,345.00","359,055.00","358,724.00","358,724.00","358,724.00","358,650.00","4,333,465.88"
3007,Iringa,Iringa DC, IGINGILANYI , EM.4688 ,"225,915.09","224,704.44","219,892.25","218,553.38","218,431.00","217,995.00","217,815.00","217,640.00","217,439.00","217,439.00","217,439.00","217,394.00","2,630,657.16"
3008,Iringa,Iringa DC, IGULA , EM.3453 ,"166,327.39","165,436.07","160,105.88","159,131.03","159,042.00","158,724.00","158,594.00","158,466.00","158,319.00","158,319.00","158,319.00","158,287.00","1,919,070.37"
3009,Iringa,Iringa DC, IGULUBA , EM.4689 ,"201,043.70","199,966.34","208,745.64","207,474.64","207,358.00","206,945.00","206,774.00","206,607.00","206,416.00","206,416.00","206,416.00","206,374.00","2,470,536.31"
3010,Iringa,Iringa DC, IGUNDA , EM.15993 ,"308,301.55","306,649.41","296,398.54","294,593.85","294,429.00","293,841.00","293,599.00","293,362.00","293,091.00","293,091.00","293,091.00","293,031.00","3,553,478.34"
3011,Iringa,Iringa DC, IHELELO , EM.18418 ,"58,033.23","57,722.24","76,506.29","76,040.46","75,998.00","75,846.00","75,784.00","75,723.00","75,653.00","75,653.00","75,653.00","75,637.00","874,249.23"
3012,Iringa,Iringa DC, IHEMI , EM.5957 ,"248,713.86","247,381.03","261,945.37","260,350.46","260,204.00","259,685.00","259,471.00","259,262.00","259,022.00","259,022.00","259,022.00","258,970.00","3,093,048.72"
3013,Iringa,Iringa DC, IHOMASA , EM.3454 ,"404,160.02","401,994.18","395,704.71","393,295.37","393,075.00","392,291.00","391,967.00","391,651.00","391,289.00","391,289.00","391,289.00","391,209.00","4,729,214.28"
3014,Iringa,Iringa DC, IHOMINYI , EM.13107 ,"160,109.55","159,251.54","149,465.93","148,555.87","148,473.00","148,176.00","148,054.00","147,935.00","147,798.00","147,798.00","147,798.00","147,768.00","1,801,182.89"
3015,Iringa,Iringa DC, IKENGEZA , EM.3455 ,"303,120.01","301,495.64","292,345.22","290,565.21","290,402.00","289,823.00","289,584.00","289,350.00","289,083.00","289,083.00","289,083.00","289,024.00","3,502,958.08"
3016,Iringa,Iringa DC, IKUNGWE , EM.4690 ,"249,750.16","248,411.79","232,052.19","230,639.28","230,510.00","230,050.00","229,860.00","229,675.00","229,463.00","229,463.00","229,463.00","229,416.00","2,798,753.42"
