S/N,REGION,COUNCIL,SCHOOL NAME,Reg#,"July, 2022","Augut, 2022","September, 2022","October, 2022","November, 2022","December, 2022","January, 2023","February, 2023","March, 2023","April, 2023","May, 2023","June, 2023", TOTAL 
473,Dar es Salaam,Ubungo MC,MBURAHATI,S.4261,"1,686,610.52","1,674,089.77","1,555,783.45","1,547,680.13","1,547,238.00","1,542,581.00","1,542,033.00","1,541,760.00","1,538,963.00","1,537,428.00","1,537,428.00","1,533,087.00","18,784,681.86"
474,Dar es Salaam,Ubungo MC,MPIJI MAGOHE,S.2359,"1,265,240.31","1,255,847.65","1,272,232.82","1,265,606.38","1,265,245.00","1,261,437.00","1,260,989.00","1,260,765.00","1,258,478.00","1,257,223.00","1,257,223.00","1,253,673.00","15,133,960.16"
475,Dar es Salaam,Ubungo MC,MUGABE,S.2363,"1,847,024.91","1,833,313.31","1,573,973.49","1,565,775.43","1,565,328.00","1,560,617.00","1,560,063.00","1,559,786.00","1,556,956.00","1,555,404.00","1,555,404.00","1,551,012.00","19,284,657.14"
476,Dar es Salaam,Ubungo MC,SARANGA,S.4895,"1,430,173.42","1,419,556.36","1,525,823.38","1,517,876.11","1,517,442.00","1,512,876.00","1,512,338.00","1,512,070.00","1,509,327.00","1,507,822.00","1,507,822.00","1,503,564.00","17,976,690.27"
477,Dar es Salaam,Ubungo MC,TEMBONI GVT,S.2355,"1,542,011.62","1,530,564.32","1,478,743.27","1,471,041.23","1,470,621.00","1,466,195.00","1,465,674.00","1,465,414.00","1,462,756.00","1,461,297.00","1,461,297.00","1,457,171.00","17,732,785.45"
478,Dar es Salaam,Ubungo MC,ukombozi,S.5648,,,,,,"419,064.00","418,916.00","418,841.00","418,081.00","417,664.00","417,664.00","416,485.00","2,926,715.00"
479,Dar es Salaam,Ubungo MC,URAFIKI,S.4964,"1,268,629.34","1,259,211.53","1,323,592.93","1,316,698.98","1,316,323.00","1,312,361.00","1,311,895.00","1,311,663.00","1,309,283.00","1,307,977.00","1,307,977.00","1,304,284.00","15,649,895.79"
480,Dar es Salaam,Ubungo MC,Y R MAKAMBA,S.1778,"1,471,971.54","1,461,044.19","1,331,082.95","1,324,149.99","1,323,771.00","1,319,788.00","1,319,319.00","1,319,085.00","1,316,692.00","1,315,379.00","1,315,379.00","1,311,664.00","16,129,325.66"
481,Dodoma,Bahi DC,BABAYU,S.2449,"271,122.92","269,110.21","271,780.60","270,365.03","270,288.00","269,474.00","269,379.00","269,331.00","268,842.00","268,574.00","268,574.00","267,816.00","3,234,656.77"
482,Dodoma,Bahi DC,BAHI,S.1561,"793,034.55","787,147.37","874,191.94","869,638.70","869,390.00","866,774.00","866,466.00","866,312.00","864,741.00","863,878.00","863,878.00","861,439.00","10,246,890.55"
483,Dodoma,Bahi DC,BAHI B,S.5878,,,,,"113,861.00","113,519.00","113,478.00","113,458.00","113,252.00","113,139.00","113,139.00","112,820.00","906,666.00"
484,Dodoma,Bahi DC,CHIBELELA,S.3372,"475,594.79","472,064.16","516,811.14","514,119.33","513,972.00","512,426.00","512,244.00","512,153.00","511,224.00","510,714.00","510,714.00","509,272.00","6,071,308.43"
485,Dodoma,Bahi DC,CHIKOLA,S.3676,"366,015.95","363,298.78","371,290.82","369,356.95","369,251.00","368,140.00","368,009.00","367,944.00","367,277.00","366,910.00","366,910.00","365,874.00","4,410,277.50"
486,Dodoma,Bahi DC,CHIKOPELO,S.1028,"481,243.19","477,670.62","387,340.86","385,323.39","385,213.00","384,054.00","383,918.00","383,850.00","383,153.00","382,771.00","382,771.00","381,690.00","4,798,998.06"
487,Dodoma,Bahi DC,CHIPANGA,S.2443,"302,753.93","300,506.40","301,740.67","300,169.05","300,083.00","299,180.00","299,074.00","299,021.00","298,478.00","298,181.00","298,181.00","297,339.00","3,594,707.05"
488,Dodoma,Bahi DC,CHONAMA,S.3739,"218,028.02","216,409.46","217,210.48","216,079.14","216,017.00","215,367.00","215,291.00","215,253.00","214,862.00","214,648.00","214,648.00","214,042.00","2,587,855.10"
489,Dodoma,Bahi DC,IBIHWA,S.2442,"314,050.72","311,719.33","379,850.84","377,872.38","377,764.00","376,628.00","376,494.00","376,427.00","375,744.00","375,369.00","375,369.00","374,309.00","4,391,597.27"
490,Dodoma,Bahi DC,IBUGULE,S.3738,"276,771.32","274,716.67","271,780.60","270,365.03","270,288.00","269,474.00","269,379.00","269,331.00","268,842.00","268,574.00","268,574.00","267,816.00","3,245,911.62"
491,Dodoma,Bahi DC,ILINDI,S.3741,"245,140.31","243,320.48","242,890.54","220,336.86","220,274.00","219,611.00","219,533.00","219,494.00","219,096.00","218,877.00","218,877.00","218,259.00","2,705,709.18"
492,Dodoma,Bahi DC,KIGWE,S.496,"807,720.37","801,724.17","848,511.88","825,997.10","825,761.00","823,276.00","822,983.00","822,838.00","821,345.00","820,526.00","820,526.00","818,209.00","9,859,417.52"
493,Dodoma,Bahi DC,LAMAITI,S.2464,"267,733.89","265,746.33","273,920.61","272,493.89","272,416.00","271,596.00","271,500.00","271,452.00","270,959.00","270,689.00","270,689.00","269,925.00","3,249,120.71"
494,Dodoma,Bahi DC,MAGAGA,S.3679,"263,215.17","261,261.16","256,800.57","255,463.02","255,390.00","254,621.00","254,531.00","254,486.00","254,024.00","253,771.00","253,771.00","253,054.00","3,070,387.92"
495,Dodoma,Bahi DC,MPALANGA,S.3371,"387,479.84","384,603.34","348,820.77","347,003.94","346,905.00","345,861.00","345,738.00","345,677.00","345,049.00","344,705.00","344,705.00","343,732.00","4,230,279.90"
496,Dodoma,Bahi DC,MPAMANTWA,S.3740,"404,425.03","401,422.73","368,080.82","366,163.66","366,059.00","364,957.00","364,828.00","364,763.00","364,101.00","363,738.00","363,738.00","362,711.00","4,454,987.24"
497,Dodoma,Bahi DC,MPINGA,S.5880,,,,,,"211,124.00","211,049.00","211,011.00","210,628.00","210,418.00","210,418.00","209,824.00","1,474,472.00"
498,Dodoma,Bahi DC,MSISI JUU,S.3677,"381,831.45","378,996.88","468,661.04","466,220.01","466,087.00","464,684.00","464,519.00","464,437.00","463,594.00","463,132.00","463,132.00","461,824.00","5,407,118.38"
499,Dodoma,Bahi DC,MTITAA,S.2441,"341,163.01","338,630.35","332,770.74","331,037.50","330,943.00","329,947.00","329,830.00","329,771.00","329,173.00","328,845.00","328,845.00","327,916.00","3,978,871.59"
500,Dodoma,Bahi DC,MUNDEMU,S.712,"1,069,805.87","1,061,864.04","1,177,002.61","1,170,872.18","1,170,537.00","1,167,015.00","1,166,600.00","1,166,394.00","1,164,277.00","1,163,116.00","1,163,116.00","1,159,832.00","13,800,431.69"
501,Dodoma,Bahi DC,MWITIKIRA,S.972,"280,160.35","278,080.55","257,870.57","256,527.45","256,454.00","255,682.00","255,592.00","255,546.00","255,083.00","254,828.00","254,828.00","254,109.00","3,114,760.93"
502,Dodoma,Bahi DC,NONDWA,S.5412,"185,267.33","183,891.98","254,660.56","253,334.16","253,262.00","252,500.00","252,410.00","252,365.00","251,907.00","251,656.00","251,656.00","250,945.00","2,893,855.03"
503,Dodoma,Bahi DC,ZANKA,S.3678,"363,756.59","361,056.20","354,170.78","352,326.08","352,225.00","351,165.00","351,041.00","350,978.00","350,342.00","349,992.00","349,992.00","349,004.00","4,236,048.65"
504,Dodoma,Chamwino DC,BUIGIRI,S.3370,"686,844.74","681,745.87","650,561.44","700,394.45","700,194.00","698,087.00","697,839.00","697,715.00","696,450.00","695,755.00","695,755.00","693,790.00","8,295,131.49"
505,Dodoma,Chamwino DC,CHAMWINO,S.710,"1,447,118.60","1,436,375.75","1,378,163.05","1,280,508.39","1,280,142.00","1,276,290.00","1,275,836.00","1,275,610.00","1,273,296.00","1,272,026.00","1,272,026.00","1,268,434.00","15,735,825.79"
506,Dodoma,Chamwino DC,CHILONWA,S.787,"655,213.73","650,349.68","618,461.37","650,366.27","650,180.00","648,224.00","647,993.00","647,879.00","646,703.00","646,058.00","646,058.00","644,234.00","7,751,720.05"
507,Dodoma,Chamwino DC,DABALO,S.934,"603,248.50","598,770.22","614,181.36","609,917.96","609,744.00","607,909.00","607,693.00","607,585.00","606,483.00","605,878.00","605,878.00","604,167.00","7,281,455.04"
508,Dodoma,Chamwino DC,DR JOHN SAMWEL MALECELA,S.3748,"358,108.19","355,449.74","365,940.81","364,034.80","363,931.00","362,836.00","362,707.00","362,642.00","361,984.00","361,623.00","361,623.00","360,602.00","4,341,481.55"
509,Dodoma,Chamwino DC,FUFU,S.1947,"334,384.94","331,902.59","393,760.87","423,642.84","423,522.00","422,247.00","422,097.00","422,022.00","421,257.00","420,837.00","420,837.00","419,648.00","4,856,158.25"
510,Dodoma,Chamwino DC,HANDALI,S.711,"789,645.51","783,783.49","754,351.67","750,422.62","750,208.00","747,950.00","747,685.00","747,552.00","746,196.00","745,452.00","745,452.00","743,347.00","9,052,045.30"
511,Dodoma,Chamwino DC,HANETI,S.973,"631,490.47","626,802.53","556,401.23","553,503.21","553,345.00","551,680.00","551,484.00","551,386.00","550,386.00","549,837.00","549,837.00","548,284.00","6,774,436.45"
512,Dodoma,Chamwino DC,HUZI,S.4638,"305,013.29","302,748.99","355,240.79","353,390.51","353,289.00","352,226.00","352,101.00","352,039.00","351,400.00","351,050.00","351,050.00","350,058.00","4,129,606.57"
513,Dodoma,Chamwino DC,IDIFU,S.2444,"299,364.89","297,142.52","299,600.66","291,653.62","291,570.00","290,693.00","290,590.00","290,538.00","290,011.00","289,722.00","289,722.00","288,904.00","3,509,511.70"
514,Dodoma,Chamwino DC,IGANDU,S.4639,"340,033.33","337,509.06","271,780.60","270,365.03","270,288.00","269,474.00","269,379.00","269,331.00","268,842.00","268,574.00","268,574.00","267,816.00","3,371,966.02"
515,Dodoma,Chamwino DC,IKOWA,S.3617,"264,344.85","262,382.46","309,230.68","299,104.62","299,019.00","298,119.00","298,013.00","297,961.00","297,420.00","297,123.00","297,123.00","296,284.00","3,516,124.61"
516,Dodoma,Chamwino DC,ITISO,S.2460,"342,292.69","339,751.64","324,210.72","356,583.80","356,482.00","355,409.00","355,283.00","355,220.00","354,575.00","354,222.00","354,222.00","353,222.00","4,201,473.85"
517,Dodoma,Chamwino DC,MAILA,S.4748,"422,499.89","419,363.41","482,571.07","445,995.86","445,868.00","444,527.00","444,369.00","444,290.00","443,484.00","443,042.00","443,042.00","441,791.00","5,320,843.23"
518,Dodoma,Chamwino DC,MAJELEKO,S.3619,"343,422.37","340,872.93","272,850.60","271,429.46","271,352.00","270,535.00","270,439.00","270,391.00","269,901.00","269,631.00","269,631.00","268,870.00","3,389,325.37"
519,Dodoma,Chamwino DC,MAKANGWA,S.5598,"142,339.53","141,282.86","256,800.57","254,398.59","254,326.00","253,560.00","253,470.00","253,426.00","252,966.00","252,713.00","252,713.00","252,000.00","2,819,995.56"
520,Dodoma,Chamwino DC,MAKWAWA,S.2462,"504,966.44","501,217.77","385,200.85","380,001.24","379,893.00","378,749.00","378,615.00","378,548.00","377,861.00","377,484.00","377,484.00","376,418.00","4,796,438.31"
521,Dodoma,Chamwino DC,MANCHALI,S.1562,"654,084.05","649,228.38","722,251.60","718,489.75","718,284.00","716,123.00","715,868.00","715,742.00","714,443.00","713,730.00","713,730.00","711,715.00","8,463,688.78"
522,Dodoma,Chamwino DC,MANZASE,S.3616,"329,866.22","327,417.42","292,110.65","288,460.33","288,378.00","287,510.00","287,408.00","287,357.00","286,836.00","286,550.00","286,550.00","285,740.00","3,534,183.62"
523,Dodoma,Chamwino DC,MEMBE,S.3620,"345,681.73","343,115.52","402,320.89","400,225.40","400,111.00","398,907.00","398,765.00","398,695.00","397,971.00","397,574.00","397,574.00","396,452.00","4,677,392.54"
524,Dodoma,Chamwino DC,MLOWA BARABARANI,S.803,"1,048,341.97","1,040,559.48","896,661.99","891,991.71","891,737.00","889,053.00","888,737.00","888,580.00","886,968.00","886,083.00","886,083.00","883,581.00","10,978,377.15"
525,Dodoma,Chamwino DC,MLOWA BWAWANI,S.3615,"569,358.14","565,131.44","542,491.20","445,995.86","445,868.00","444,527.00","444,369.00","444,290.00","443,484.00","443,042.00","443,042.00","441,791.00","5,673,389.64"
526,Dodoma,Chamwino DC,MPWAYUNGU,S.2445,"512,874.20","509,066.82","643,071.42","639,721.98","639,539.00","637,614.00","637,388.00","637,275.00","636,119.00","635,484.00","635,484.00","633,690.00","7,397,327.42"
527,Dodoma,Chamwino DC,MSAMALO,S.2446,"598,729.79","594,285.05","578,871.28","575,856.23","575,692.00","573,959.00","573,755.00","573,654.00","572,613.00","572,042.00","572,042.00","570,426.00","6,931,925.34"
528,Dodoma,Chamwino DC,MSANGA,S.3618,"507,225.80","503,460.35","549,981.22","547,116.64","546,960.00","545,314.00","545,120.00","545,024.00","544,035.00","543,492.00","543,492.00","541,958.00","6,463,179.01"
529,Dodoma,Chamwino DC,MVUMI DCT BLIND UNIT,S.681,"25,982.61","25,789.73","23,540.05","21,288.59","21,432.00","21,218.00","21,211.00","21,213.00","21,169.00","21,162.00","21,162.00","21,118.00","266,285.98"
530,Dodoma,Chamwino DC,MVUMI MAKULU,S.1495,"632,620.15","627,923.83","636,651.41","603,531.39","603,359.00","601,543.00","601,329.00","601,223.00","600,132.00","599,534.00","599,534.00","597,841.00","7,305,221.77"
531,Dodoma,Chamwino DC,MVUMI MISHENI,S.2448,"922,947.62","916,096.01","883,821.96","917,538.02","917,276.00","914,515.00","914,190.00","914,028.00","912,370.00","911,460.00","911,460.00","908,886.00","10,944,588.60"
532,Dodoma,Chamwino DC,NHINHI,S.6047,,,,,,,,,"118,545.00","118,426.00","118,426.00","118,092.00","473,489.00"
533,Dodoma,Chamwino DC,SEGALA,S.2447,"668,769.88","663,805.19","823,901.82","603,531.39","603,359.00","601,543.00","601,329.00","601,223.00","600,132.00","599,534.00","599,534.00","597,841.00","7,564,503.27"
534,Dodoma,Chamwino DC,ZAJILWA,S.6048,,,,,,,,,"149,239.00","149,090.00","149,090.00","148,669.00","596,088.00"
535,Dodoma,Chemba DC,CHANDAMA,S.3627,"336,644.30","334,145.18","348,820.77","347,003.94","346,905.00","345,861.00","345,738.00","345,677.00","345,049.00","344,705.00","344,705.00","343,732.00","4,128,986.18"
536,Dodoma,Chemba DC,CHEMBA,S.3378,"533,208.42","529,250.08","684,801.52","482,186.45","482,049.00","480,598.00","480,427.00","480,342.00","479,471.00","478,992.00","478,992.00","477,640.00","6,067,957.46"
537,Dodoma,Chemba DC,Churuku,S.6117,,,,,,,,,"103,727.00","103,623.00","103,623.00","103,330.00","414,303.00"
538,Dodoma,Chemba DC,DALAI,S.2463,"639,398.23","634,651.58","621,671.38","620,562.25","620,385.00","618,518.00","618,298.00","618,189.00","617,067.00","616,452.00","616,452.00","614,711.00","7,456,355.44"
539,Dodoma,Chemba DC,FARKWA,S.1460,"310,661.68","308,355.45","315,650.70","314,006.63","313,917.00","312,972.00","312,861.00","312,806.00","312,238.00","311,927.00","311,927.00","311,046.00","3,748,368.46"
540,Dodoma,Chemba DC,GOIMA,S.2452,"262,085.49","260,139.87","294,250.65","292,718.04","292,634.00","291,754.00","291,650.00","291,598.00","291,069.00","290,779.00","290,779.00","289,958.00","3,439,415.06"
541,Dodoma,Chemba DC,GWANDI,S.4010,"153,636.32","152,495.79","189,390.42","188,403.98","188,350.00","187,783.00","187,717.00","187,683.00","187,343.00","187,156.00","187,156.00","186,627.00","2,183,741.51"
542,Dodoma,Chemba DC,ITOLWA,S.3628,"571,617.50","567,374.03","566,031.25","552,438.78","552,281.00","550,619.00","550,423.00","550,326.00","549,327.00","548,779.00","548,779.00","547,230.00","6,655,225.56"
543,Dodoma,Chemba DC,JANGALO,S.1976,"425,888.92","422,727.29","395,900.88","389,581.11","389,470.00","388,298.00","388,160.00","388,091.00","387,387.00","387,000.00","387,000.00","385,908.00","4,735,412.20"
544,Dodoma,Chemba DC,KELEMA BALAI,S.3380,"325,347.51","322,932.25","340,260.75","347,003.94","346,905.00","345,861.00","345,738.00","345,677.00","345,049.00","344,705.00","344,705.00","343,732.00","4,097,916.45"
545,Dodoma,Chemba DC,KIMAHA,S.3626,"413,462.46","410,393.07","428,000.95","425,771.70","425,650.00","424,369.00","424,218.00","424,143.00","423,374.00","422,951.00","422,951.00","421,757.00","5,067,041.18"
546,Dodoma,Chemba DC,KWAMTORO,S.2451,"428,148.28","424,969.87","433,350.96","431,093.85","430,971.00","429,674.00","429,521.00","429,445.00","428,666.00","428,238.00","428,238.00","427,029.00","5,149,344.96"
547,Dodoma,Chemba DC,Lahoda,S.6118,,,,,,,,,"222,271.00","222,049.00","222,049.00","221,422.00","887,791.00"
548,Dodoma,Chemba DC,LALTA,S.4008,"440,574.75","437,304.09","398,040.88","472,606.59","472,471.00","471,050.00","470,882.00","470,799.00","469,945.00","469,476.00","469,476.00","468,150.00","5,510,775.31"
549,Dodoma,Chemba DC,MAKORONGO,S.3438,"211,249.94","209,681.71","240,750.53","236,303.29","236,236.00","235,525.00","235,441.00","235,399.00","234,972.00","234,738.00","234,738.00","234,075.00","2,779,109.48"
550,Dodoma,Chemba DC,MONDO,S.513,"947,800.55","940,764.45","959,792.13","915,409.16","915,147.00","912,393.00","912,069.00","911,908.00","910,253.00","909,345.00","909,345.00","906,778.00","11,051,004.28"
551,Dodoma,Chemba DC,MPENDO,S.4012,"105,060.13","104,280.21","118,770.26","118,151.65","118,118.00","117,762.00","117,721.00","117,700.00","117,486.00","117,369.00","117,369.00","117,038.00","1,386,825.25"
552,Dodoma,Chemba DC,MRIJO,S.1461,"1,053,990.36","1,046,165.94","1,037,902.30","1,032,496.37","1,032,201.00","1,029,095.00","1,028,729.00","1,028,547.00","1,026,681.00","1,025,657.00","1,025,657.00","1,022,761.00","12,389,882.98"
553,Dodoma,Chemba DC,MSAADA,S.3625,"293,716.50","291,536.06","299,600.66","298,040.19","297,955.00","297,058.00","296,953.00","296,900.00","296,362.00","296,066.00","296,066.00","295,230.00","3,555,483.42"
554,Dodoma,Chemba DC,MSAKWALO,S.1462,"556,931.67","552,797.22","645,211.43","641,850.84","641,667.00","639,736.00","639,509.00","639,396.00","638,236.00","637,599.00","637,599.00","635,799.00","7,506,332.16"
555,Dodoma,Chemba DC,PARANGA,S.3379,"268,863.57","266,867.63","274,990.61","269,300.60","269,224.00","268,413.00","268,318.00","268,271.00","267,784.00","267,517.00","267,517.00","266,761.00","3,223,827.40"
556,Dodoma,Chemba DC,SANZAWA,S.4011,"183,007.97","181,649.39","203,300.45","222,465.71","222,402.00","221,733.00","221,654.00","221,615.00","221,213.00","220,992.00","220,992.00","220,368.00","2,561,392.53"
557,Dodoma,Chemba DC,SONGOLO,S.1979,"303,883.61","301,627.69","315,650.70","312,942.20","312,853.00","311,911.00","311,800.00","311,745.00","311,180.00","310,869.00","310,869.00","309,991.00","3,725,322.20"
558,Dodoma,Chemba DC,SOYA,S.926,"876,630.78","870,123.01","898,801.99","916,473.59","916,212.00","913,454.00","913,130.00","912,968.00","911,312.00","910,403.00","910,403.00","907,832.00","10,857,743.38"
559,Dodoma,Dodoma CC,BIHAWANA,S.51,"820,146.84","814,058.39","878,471.95","873,896.42","873,647.00","871,017.00","870,708.00","870,554.00","868,974.00","868,108.00","868,108.00","865,656.00","10,343,345.59"
560,Dodoma,Dodoma CC,BUNGE WASICHANA,S.5402,"390,868.88","387,967.22","370,220.82","368,292.52","368,187.00","367,079.00","366,949.00","366,884.00","366,218.00","365,853.00","365,853.00","364,820.00","4,449,192.44"
561,Dodoma,Dodoma CC,CHIGONGWE,S.4759,"246,269.99","244,441.77","263,220.58","261,849.60","261,775.00","260,987.00","260,894.00","260,848.00","260,375.00","260,115.00","260,115.00","259,381.00","3,100,271.94"
562,Dodoma,Dodoma CC,CHIHANGA,S.2516,"547,894.24","543,826.88","621,671.38","618,433.40","618,257.00","616,396.00","616,177.00","616,068.00","614,950.00","614,337.00","614,337.00","612,602.00","7,254,949.90"
563,Dodoma,Dodoma CC,CHIKOLE,S.2243,"726,383.50","720,991.11","746,861.65","742,971.62","742,759.00","740,524.00","740,261.00","740,130.00","738,787.00","738,050.00","738,050.00","735,966.00","8,851,734.88"
564,Dodoma,Dodoma CC,CHINANGALI,S.1952,"1,349,966.22","1,339,944.59","1,281,862.84","1,275,186.24","1,274,822.00","1,270,985.00","1,270,534.00","1,270,309.00","1,268,004.00","1,266,739.00","1,266,739.00","1,263,162.00","15,398,253.89"
565,Dodoma,Dodoma CC,DODOMA,S.30,"1,617,700.11","1,605,690.92","1,583,603.51","1,575,355.29","1,574,905.00","1,570,165.00","1,569,608.00","1,569,330.00","1,566,482.00","1,564,920.00","1,564,920.00","1,560,501.00","18,923,180.83"
566,Dodoma,Dodoma CC,HAZINA,S.2510,"747,847.40","742,295.66","698,711.55","695,072.30","694,874.00","692,782.00","692,536.00","692,414.00","691,157.00","690,468.00","690,468.00","688,518.00","8,417,143.91"
567,Dodoma,Dodoma CC,HOMBOLO,S.783,"1,120,641.41","1,112,322.20","1,204,822.67","1,211,320.49","1,210,974.00","1,207,330.00","1,206,901.00","1,206,687.00","1,204,498.00","1,203,297.00","1,203,297.00","1,199,899.00","14,291,989.78"
568,Dodoma,Dodoma CC,IHUMWA,S.2514,"986,209.63","978,888.39","1,000,452.22","995,241.35","994,957.00","991,963.00","991,610.00","991,435.00","989,636.00","988,649.00","988,649.00","985,857.00","11,883,547.59"
569,Dodoma,Dodoma CC,IPALA,S.2517,"456,390.25","453,002.19","472,941.05","470,477.73","470,343.00","468,928.00","468,761.00","468,678.00","467,828.00","467,361.00","467,361.00","466,042.00","5,598,113.22"
570,Dodoma,Dodoma CC,ITEGA,S.3374,"777,219.05","771,449.27","792,871.76","788,742.08","788,517.00","786,144.00","785,864.00","785,725.00","784,300.00","783,517.00","783,517.00","781,305.00","9,409,171.15"
